#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP029543.1",111921,113162,"+",,"glf","DIJ64_RS00475","WP_010907515.1",413,"UDP-galactopyranose mutase"
"chromosome","NZ_CP029543.1",113162,115093,"+",,,"DIJ64_RS00480","WP_010907516.1",643,"glycosyltransferase"
"chromosome","NZ_CP029543.1",115086,115664,"+",,,"DIJ64_RS00485","WP_010907517.1",192,"phosphatase PAP2 family protein"
"chromosome","NZ_CP029543.1",115661,116569,"+",,,"DIJ64_RS00490","WP_010907518.1",302,"decaprenyl-phosphate phosphoribosyltransferase"
"chromosome","NZ_CP029543.1",116667,118559,"+",,,"DIJ64_RS00495","WP_162618301.1",630,"hypothetical protein"
"chromosome","NZ_CP029543.1",118948,119940,"+",,,"DIJ64_RS00500","WP_010907520.1",330,"esterase family protein"
"chromosome","NZ_CP029543.1",120101,121006,"+",,,"DIJ64_RS00505","WP_010907521.1",301,"esterase family protein"
"chromosome","NZ_CP029543.1",121161,122171,"+",,,"DIJ64_RS00510","WP_010907522.1",336,"cutinase family protein"
"chromosome","NZ_CP029543.1",122408,124297,"+",,,"DIJ64_RS00515","WP_041322279.1",629,"AMP-binding protein"
"chromosome","NZ_CP029543.1",129202,130755,"+",,,"DIJ64_RS00525","WP_010907525.1",517,"acyl-CoA carboxylase subunit beta"
"chromosome","NZ_CP029543.1",131219,131452,"-",,,"DIJ64_RS00530","WP_145985158.1",77,"hypothetical protein"
"chromosome","NZ_CP029543.1",133906,137157,"-",,,"DIJ64_RS00540","WP_010907526.1",1083,"arabinosyltransferase domain-containing protein"
"chromosome","NZ_CP029543.1",137154,140489,"-",,,"DIJ64_RS00545","WP_010907527.1",1111,"arabinosyltransferase domain-containing protein"
"chromosome","NZ_CP029543.1",141448,144660,"-",,,"DIJ64_RS00555","WP_010907528.1",1070,"arabinosyltransferase domain-containing protein"
"chromosome","NZ_CP029543.1",144793,146691,"-",,,"DIJ64_RS00560","WP_010907529.1",632,"arabinofuranosyltransferase"
"chromosome","NZ_CP029543.1",146694,147458,"-",,,"DIJ64_RS00565","WP_010907530.1",254,"decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase"
"chromosome","NZ_CP029543.1",147461,148843,"-",,,"DIJ64_RS00570","WP_010907531.1",460,"FAD-binding oxidoreductase"
"chromosome","NZ_CP029543.1",148911,149282,"-",,,"DIJ64_RS00575","WP_010907532.1",123,"GtrA family protein"
"chromosome","NZ_CP029543.1",150116,150946,"-",,,"DIJ64_RS00580","WP_010907533.1",276,"ABC transporter permease"
"chromosome","NZ_CP029543.1",150996,151916,"-",,,"DIJ64_RS00585","WP_041322284.1",306,"glycosyltransferase family 2 protein"
"chromosome","NZ_CP029543.1",151909,152727,"-",,,"DIJ64_RS00590","WP_010907535.1",272,"ABC transporter ATP-binding protein"
"chromosome","NZ_CP029543.1",152746,153282,"-",,,"DIJ64_RS00595","WP_041322286.1",178,"bacterial proteasome activator family protein"
"chromosome","NZ_CP029543.1",153298,155262,"-",,,"DIJ64_RS00600","WP_010907537.1",654,"hypothetical protein"
"chromosome","NZ_CP029543.1",155389,156585,"+",,,"DIJ64_RS00605","WP_010907538.1",398,"cysteine desulfurase-like protein"
"chromosome","NZ_CP029543.1",156582,157592,"-",,,"DIJ64_RS00610","WP_010907539.1",336,"NAD(P)H-quinone oxidoreductase"
"chromosome","NZ_CP029543.1",157828,159063,"-",,,"DIJ64_RS00620","WP_010907540.1",411,"lipase LipE"
"chromosome","NZ_CP029543.1",159074,159898,"-",,,"DIJ64_RS00625","WP_162618302.1",274,"crotonase/enoyl-CoA hydratase family protein"
"chromosome","NZ_CP029543.1",161103,161372,"-",,,"DIJ64_RS00630","WP_010907542.1",89,"GXWXG domain-containing protein"
"chromosome","NZ_CP029543.1",162881,163060,"-",,,"DIJ64_RS15000","WP_049769611.1",59,"phosphotransferase"
"chromosome","NZ_CP029543.1",164303,164743,"-",,,"DIJ64_RS00655","WP_010907543.1",146,"SRPBCC family protein"
"chromosome","NZ_CP029543.1",165690,166511,"+",,,"DIJ64_RS00660","WP_010907545.1",273,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP029543.1",166767,167456,"+",,,"DIJ64_RS00665","WP_010907546.1",229,"rhamnosyl O-methyltransferase"
"chromosome","NZ_CP029543.1",168029,169285,"-",,,"DIJ64_RS00670","WP_010907548.1",418,"trans-acting enoyl reductase"
"chromosome","NZ_CP029543.1",169325,170137,"-",,,"DIJ64_RS00675","WP_010907549.1",270,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP029543.1",170300,171448,"+",,,"DIJ64_RS00680","WP_010907550.1",382,"LLM class flavin-dependent oxidoreductase"
"chromosome","NZ_CP029543.1",172212,174071,"+",,,"DIJ64_RS00685","WP_041322292.1",619,"AMP-binding protein"
"chromosome","NZ_CP029543.1",174115,174747,"+",,,"DIJ64_RS00690","WP_010907552.1",210,"DUF98 domain-containing protein"
"chromosome","NZ_CP029543.1",174886,177009,"+",,,"DIJ64_RS00695","WP_010907553.1",707,"p-hydroxybenzoic acid--AMP ligase FadD22"
"chromosome","NZ_CP029543.1",177032,183343,"+",,,"DIJ64_RS00700","WP_010907554.1",2103,"type I polyketide synthase"
"chromosome","NZ_CP029543.1",183410,184111,"+",,,"DIJ64_RS00705","WP_010907555.1",233,"LppX_LprAFG lipoprotein"
"chromosome","NZ_CP029543.1",184112,186820,"-",,,"DIJ64_RS00710","WP_010907556.1",902,"MMPL family transporter"
"chromosome","NZ_CP029543.1",186872,188611,"-",,,"DIJ64_RS00715","WP_010907557.1",579,"AMP-binding protein"
"chromosome","NZ_CP029543.1",189080,195430,"+",,,"DIJ64_RS00720","WP_010907558.1",2116,"type I polyketide synthase"
"chromosome","NZ_CP029543.1",197166,197420,"-",,,"DIJ64_RS00735","WP_010907559.1",84,"hypothetical protein"
"chromosome","NZ_CP029543.1",198490,198642,"+",,,"DIJ64_RS15005","WP_156511961.1",50,"hypothetical protein"
"chromosome","NZ_CP029543.1",199222,199470,"+",,,"DIJ64_RS00745","WP_010907560.1",82,"hypothetical protein"
"chromosome","NZ_CP029543.1",200934,201194,"+",,,"DIJ64_RS15010","WP_145985159.1",86,"hypothetical protein"
"chromosome","NZ_CP029543.1",201290,201703,"+",,,"DIJ64_RS00755","WP_162618216.1",137,"PE domain-containing protein"
"chromosome","NZ_CP029543.1",203571,205235,"-",,"pgi","DIJ64_RS00775","WP_010907561.1",554,"glucose-6-phosphate isomerase"
"chromosome","NZ_CP029543.1",205596,205913,"-",,,"DIJ64_RS00780","WP_010907562.1",105,"chorismate mutase"
"chromosome","NZ_CP029543.1",206422,206610,"+",,,"DIJ64_RS00785","WP_010907563.1",62,"hypothetical protein"
"chromosome","NZ_CP029543.1",206693,209029,"+",,,"DIJ64_RS00790","WP_010907564.1",778,"UvrD-helicase domain-containing protein"
"chromosome","NZ_CP029543.1",209067,209252,"-",,,"DIJ64_RS00795","WP_111480941.1",61,"hypothetical protein"
"chromosome","NZ_CP029543.1",209581,210582,"-",,,"DIJ64_RS00800","WP_010907565.1",333,"M23 family metallopeptidase"
"chromosome","NZ_CP029543.1",210879,212060,"+",,"sucC","DIJ64_RS00805","WP_010907566.1",393,"ADP-forming succinate--CoA ligase subunit beta"
"chromosome","NZ_CP029543.1",212080,212982,"+",,"sucD","DIJ64_RS00810","WP_010907567.1",300,"succinate--CoA ligase subunit alpha"
"chromosome","NZ_CP029543.1",214078,215022,"+",,,"DIJ64_RS00820","WP_010907568.1",314,"DUF5336 domain-containing protein"
"chromosome","NZ_CP029543.1",215071,216363,"+",,,"DIJ64_RS00825","WP_010907569.1",430,"hypothetical protein"
"chromosome","NZ_CP029543.1",216393,217040,"+",,,"DIJ64_RS00830","WP_010907570.1",215,"phosphoribosylglycinamide formyltransferase"
"chromosome","NZ_CP029543.1",217037,218620,"+",,,"DIJ64_RS00835","WP_010907571.1",527,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"
"chromosome","NZ_CP029543.1",219429,219707,"-",,,"DIJ64_RS00840","WP_010907572.1",92,"hypothetical protein"
"chromosome","NZ_CP029543.1",220249,220398,"+",,,"DIJ64_RS15020","WP_156511908.1",49,"hypothetical protein"
"chromosome","NZ_CP029543.1",224929,225048,"+",,,"DIJ64_RS00865","WP_111480943.1",39,"hypothetical protein"
"chromosome","NZ_CP029543.1",227379,227981,"+",,,"DIJ64_RS00885","WP_010907573.1",200,"DUF1707 domain-containing protein"
"chromosome","NZ_CP029543.1",228102,228314,"+",,,"DIJ64_RS00890","WP_041322312.1",70,"hypothetical protein"
"chromosome","NZ_CP029543.1",229319,229627,"+",,,"DIJ64_RS00905","WP_162618217.1",102,"hypothetical protein"
"chromosome","NZ_CP029543.1",229692,229886,"+",,,"DIJ64_RS00910","WP_049769619.1",64,"hypothetical protein"
"chromosome","NZ_CP029543.1",231097,231588,"-",,,"DIJ64_RS00915","WP_081439306.1",163,"acyclic terpene utilization AtuA family protein"
"chromosome","NZ_CP029543.1",231853,232026,"+",,"rpmF","DIJ64_RS00920","WP_010907574.1",57,"50S ribosomal protein L32"
"chromosome","NZ_CP029543.1",232147,232833,"+",,,"DIJ64_RS00925","WP_010907575.1",228,"response regulator transcription factor"
"chromosome","NZ_CP029543.1",232833,234392,"+",,,"DIJ64_RS00930","WP_010907576.1",519,"HAMP domain-containing histidine kinase"
"chromosome","NZ_CP029543.1",234460,235818,"+",,,"DIJ64_RS00935","WP_162618218.1",452,"trypsin-like peptidase domain-containing protein"
"chromosome","NZ_CP029543.1",235889,236386,"+",,,"DIJ64_RS00940","WP_049769935.1",165,"molybdenum cofactor biosynthesis protein MoaB"
"chromosome","NZ_CP029543.1",236403,236867,"-",,"mscL","DIJ64_RS00945","WP_010907579.1",154,"large-conductance mechanosensitive channel protein MscL"
"chromosome","NZ_CP029543.1",237665,237964,"-",,,"DIJ64_RS00955","WP_010907580.1",99,"FmdB family transcriptional regulator"
"chromosome","NZ_CP029543.1",238039,238632,"-",,,"DIJ64_RS00960","WP_010907581.1",197,"5-formyltetrahydrofolate cyclo-ligase"
"chromosome","NZ_CP029543.1",238710,239630,"+",,,"DIJ64_RS00965","WP_010907582.1",306,"UTP--glucose-1-phosphate uridylyltransferase"
"chromosome","NZ_CP029543.1",239718,240992,"+",,,"DIJ64_RS00970","WP_010907583.1",424,"molybdopterin molybdotransferase MoeA"
"chromosome","NZ_CP029543.1",241023,241667,"+",,,"DIJ64_RS00975","WP_010907584.1",214,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP029543.1",241837,242865,"+",,,"DIJ64_RS00980","WP_010907585.1",342,"hypothetical protein"
"chromosome","NZ_CP029543.1",244274,245335,"+",,,"DIJ64_RS00995","WP_010907586.1",353,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP029543.1",245644,245907,"+",,,"DIJ64_RS01000","WP_010907587.1",87,"DUF5642 family protein"
"chromosome","NZ_CP029543.1",246741,247358,"-",,,"DIJ64_RS01010","WP_010907588.1",205,"alpha-ketoglutarate-dependent dioxygenase AlkB"
"chromosome","NZ_CP029543.1",248651,250192,"-",,,"DIJ64_RS01015","WP_162618303.1",513,"phospholipid carrier-dependent glycosyltransferase"
"chromosome","NZ_CP029543.1",250262,251107,"+",,"rsmI","DIJ64_RS01020","WP_010907590.1",281,"16S rRNA (cytidine(1402)-2\\'-O)-methyltransferase"
"chromosome","NZ_CP029543.1",252869,253015,"-",,,"DIJ64_RS15030","WP_162618304.1",48,"hypothetical protein"
"chromosome","NZ_CP029543.1",255939,256142,"+",,"cspA","DIJ64_RS01050","WP_007166602.1",67,"MULTISPECIES: cold shock protein CspA"
"chromosome","NZ_CP029543.1",256254,256856,"+",,,"DIJ64_RS01055","WP_010907591.1",200,"hypothetical protein"
"chromosome","NZ_CP029543.1",257056,259917,"+",,"topA","DIJ64_RS01060","WP_041322328.1",953,"type I DNA topoisomerase"
"chromosome","NZ_CP029543.1",259898,261490,"-",,,"DIJ64_RS01065","WP_111480949.1",530,"adenylate/guanylate cyclase domain-containing protein"
"chromosome","NZ_CP029543.1",261646,262863,"+",,,"DIJ64_RS01070","WP_010907594.1",405,"DNA polymerase III subunit delta\\'"
"chromosome","NZ_CP029543.1",264331,266061,"-",,,"DIJ64_RS01080","WP_041323635.1",576,"hypothetical protein"
"chromosome","NZ_CP029543.1",266105,267049,"+",,,"DIJ64_RS01085","WP_162618219.1",314,"GDP-mannose 4,6-dehydratase"
"chromosome","NZ_CP029543.1",269422,270141,"+",,,"DIJ64_RS01100","WP_010907598.1",239,"glycosyltransferase family 2 protein"
"chromosome","NZ_CP029543.1",270155,270454,"+",,,"DIJ64_RS01105","WP_111480950.1",99,"DUF2304 domain-containing protein"
"chromosome","NZ_CP029543.1",270662,270988,"+",,,"DIJ64_RS01110","WP_064430328.1",108,"hypothetical protein"
"chromosome","NZ_CP029543.1",271180,271668,"-",,,"DIJ64_RS01115","WP_010907600.1",162,"inorganic diphosphatase"
"chromosome","NZ_CP029543.1",271794,273179,"+",,"dacB","DIJ64_RS01120","WP_010907601.1",461,"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase"
"chromosome","NZ_CP029543.1",274217,275188,"+",,"tilS","DIJ64_RS01130","WP_010907602.1",323,"tRNA lysidine(34) synthetase TilS"
"chromosome","NZ_CP029543.1",275251,275862,"+",,"hpt","DIJ64_RS01135","WP_041323640.1",203,"hypoxanthine phosphoribosyltransferase"
"chromosome","NZ_CP029543.1",275901,276203,"-",,,"DIJ64_RS01140","WP_064430327.1",100,"hypothetical protein"
"chromosome","NZ_CP029543.1",278220,278384,"+",,,"DIJ64_RS15040","WP_162618208.1",54,"hypothetical protein"
"chromosome","NZ_CP029543.1",278315,278560,"+",,,"DIJ64_RS01145","WP_010907604.1",81,"hypothetical protein"
"chromosome","NZ_CP029543.1",279035,279220,"+",,,"DIJ64_RS01155","WP_041322338.1",61,"hypothetical protein"
"chromosome","NZ_CP029543.1",279466,279852,"-",,,"DIJ64_RS01160","WP_010907605.1",128,"hypothetical protein"
"chromosome","NZ_CP029543.1",283339,285702,"+",,"hflB","DIJ64_RS01180","WP_041323651.1",787,"ATP-dependent zinc metalloprotease FtsH"
"chromosome","NZ_CP029543.1",285719,286336,"+",,"folE","DIJ64_RS01185","WP_010907607.1",205,"GTP cyclohydrolase I FolE"
"chromosome","NZ_CP029543.1",286333,287187,"+",,"folP","DIJ64_RS01190","WP_010907608.1",284,"dihydropteroate synthase"
"chromosome","NZ_CP029543.1",287180,287578,"+",,"folB","DIJ64_RS01195","WP_010907609.1",132,"dihydroneopterin aldolase"
"chromosome","NZ_CP029543.1",287578,288153,"+",,"folK","DIJ64_RS01200","WP_010907610.1",191,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"chromosome","NZ_CP029543.1",288153,288629,"+",,,"DIJ64_RS01205","WP_010907611.1",158,"DUF3180 domain-containing protein"
"chromosome","NZ_CP029543.1",288775,290073,"+",,,"DIJ64_RS01210","WP_010907612.1",432,"hypothetical protein"
"chromosome","NZ_CP029543.1",290174,291103,"+",,,"DIJ64_RS01215","WP_010907613.1",309,"Rossmann-like and DUF2520 domain-containing protein"
"chromosome","NZ_CP029543.1",291100,292041,"+",,,"DIJ64_RS01220","WP_010907614.1",313,"pantoate--beta-alanine ligase"
"chromosome","NZ_CP029543.1",292041,292469,"+",,,"DIJ64_RS01225","WP_010907615.1",142,"aspartate 1-decarboxylase"
"chromosome","NZ_CP029543.1",292472,293296,"+",,,"DIJ64_RS01230","WP_010907616.1",274,"type III pantothenate kinase"
"chromosome","NZ_CP029543.1",293377,294900,"+",,"lysS","DIJ64_RS01235","WP_010907617.1",507,"lysine--tRNA ligase"
"chromosome","NZ_CP029543.1",295005,295343,"+",,,"DIJ64_RS01240","WP_010907618.1",112,"Lsr2 family protein"
"chromosome","NZ_CP029543.1",295640,298186,"+",,"clpC1","DIJ64_RS01245","WP_010907619.1",848,"ATP-dependent protease ATP-binding subunit ClpC"
"chromosome","NZ_CP029543.1",299295,300551,"-",,,"DIJ64_RS01250","WP_010907620.1",418,"aminodeoxychorismate synthase component I"
"chromosome","NZ_CP029543.1",300603,300821,"+",,,"DIJ64_RS01255","WP_049769625.1",72,"hypothetical protein"
"chromosome","NZ_CP029543.1",301894,303507,"-",,,"DIJ64_RS01260","WP_012634410.1",537,"methionine--tRNA ligase"
"chromosome","NZ_CP029543.1",303596,304384,"+",,,"DIJ64_RS01265","WP_010907622.1",262,"TatD family hydrolase"
"chromosome","NZ_CP029543.1",304673,305761,"+",,,"DIJ64_RS01270","WP_162618305.1",362,"transglycosylase family protein"
"chromosome","NZ_CP029543.1",305734,306654,"+",,"rsmA","DIJ64_RS01275","WP_010907624.1",306,"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"
"chromosome","NZ_CP029543.1",306728,307663,"+",,,"DIJ64_RS01280","WP_010907625.1",311,"4-(cytidine 5\\'-diphospho)-2-C-methyl-D-erythritol kinase"
"chromosome","NZ_CP029543.1",307906,309540,"+",,,"DIJ64_RS01285","WP_010907626.1",544,"fatty acyl-AMP ligase"
"chromosome","NZ_CP029543.1",309651,310250,"-",,,"DIJ64_RS01290","WP_010907627.1",199,"aminoacyl-tRNA hydrolase"
"chromosome","NZ_CP029543.1",310263,310910,"-",,,"DIJ64_RS01295","WP_010907628.1",215,"50S ribosomal protein L25/general stress protein Ctc"
"chromosome","NZ_CP029543.1",312085,312741,"-",,,"DIJ64_RS01300","WP_111481126.1",218,"LpqN/LpqT family lipoprotein"
