#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"plasmid pSLT","NC_003277.2",93349,93912,"+",1256129,"finO","PSLT111","NP_490594.1",187,"conjugative transfer: regulation (plasmid)"
"chromosome","NC_003197.2",190,255,"+",1251519,"thrL","STM0001","NP_459006.1",21,"thr operon leader peptide"
"chromosome","NC_003197.2",337,2799,"+",1251520,"thrA","STM0002","NP_459007.1",820,"bifunctional aspartate kinase/homoserine dehydrogenase I"
"chromosome","NC_003197.2",2801,3730,"+",1251521,"thrB","STM0003","NP_459008.1",309,"homoserine kinase"
"chromosome","NC_003197.2",3734,5020,"+",1251522,"thrC","STM0004","NP_459009.1",428,"threonine synthase"
"chromosome","NC_003197.2",5114,5887,"-",1251523,"yaaA","STM0005","NP_459010.1",257,"peroxide stress protein YaaA"
"chromosome","NC_003197.2",5966,7396,"-",1251524,"yaaJ","STM0006","NP_459011.1",476,"sodium:alanine symporter family protein"
"chromosome","NC_003197.2",7665,8618,"+",1251525,"talB","STM0007","NP_459012.1",317,"transaldolase"
"chromosome","NC_003197.2",8729,9319,"+",1251526,"mog","STM0008","NP_459013.1",196,"molybdopterin adenylyltransferase"
"chromosome","NC_003197.2",9376,9942,"-",1251527,"yaaH","STM0009","NP_459014.1",188,"hypothetical protein"
"chromosome","NC_003197.2",10092,10805,"-",1251528,"htgA","STM0010","NP_459015.1",237,"hypothetical protein"
"chromosome","NC_003197.2",10841,11245,"-",1251529,"yaaI","STM0011","NP_459016.1",134,"hypothetical protein"
"chromosome","NC_003197.2",11593,13509,"+",1251530,"dnaK","STM0012","NP_459017.1",638,"molecular chaperone DnaK"
"chromosome","NC_003197.2",13595,14734,"+",1251531,"dnaJ","STM0013","NP_459018.1",379,"molecular chaperone DnaJ"
"chromosome","NC_003197.2",15014,15961,"+",1251532,,"STM0014","NP_459019.1",315,"hypothetical protein"
"chromosome","NC_003197.2",16088,16432,"+",1251533,,"STM0015","NP_459020.1",114,"hypothetical protein"
"chromosome","NC_003197.2",16493,17026,"-",1251534,,"STM0016","NP_459021.1",177,"hypothetical protein STM0016"
"chromosome","NC_003197.2",17043,17486,"-",1251535,,"STM0017","NP_459022.1",147,"hypothetical protein"
"chromosome","NC_003197.2",17867,19966,"+",1251536,,"STM0018","NP_459023.1",699,"chitinase"
"chromosome","NC_003197.2",20058,23054,"+",1251537,,"STM0019","NP_459024.1",998,"chitinase"
"chromosome","NC_003197.2",23335,24039,"+",1251538,,"STM0020","NP_459025.1",234,"hypothetical protein"
"chromosome","NC_003197.2",24469,25011,"+",1251539,"bcfA","STM0021","NP_459026.1",180,"fimbrial protein"
"chromosome","NC_003197.2",25112,25798,"+",1251540,"bcfB","STM0022","NP_459027.1",228,"fimbrial chaperone protein"
"chromosome","NC_003197.2",25803,28424,"+",1251541,"bcfC","STM0023","NP_459028.1",873,"outer membrane usher protein"
"chromosome","NC_003197.2",28425,29432,"+",1251542,"bcfD","STM0024","NP_459029.1",335,"fimbrial protein"
"chromosome","NC_003197.2",29433,29978,"+",1251543,"bcfE","STM0025","NP_459030.1",181,"fimbrial protein"
"chromosome","NC_003197.2",29994,30512,"+",1251544,"bcfF","STM0026","NP_459031.1",172,"fimbrial protein"
"chromosome","NC_003197.2",30478,31209,"+",1251545,"bcfG","STM0027","NP_459032.1",243,"fimbrial chaparone"
"chromosome","NC_003197.2",31274,32119,"+",1251546,"bcfH","STM0028","NP_459033.1",281,"hypothetical protein"
"chromosome","NC_003197.2",32545,32994,"-",1251547,,"STM0029","NP_459034.1",149,"transcriptional regulator"
"chromosome","NC_003197.2",33364,34368,"+",1251548,,"STM0030","NP_459035.1",334,"putative LysR family transcriptional regulator"
"chromosome","NC_003197.2",34376,34816,"-",1251549,,"STM0031","NP_459036.1",146,"transcriptional regulator"
"chromosome","NC_003197.2",35339,37057,"+",1251550,,"STM0032","NP_459037.1",572,"putative arylsulfatase"
"chromosome","NC_003197.2",37103,38674,"-",1251551,,"STM0033","NP_459038.1",523,"multifunctional 2\\',3\\'-cyclic-nucleotide 2\\'-phosphodiesterase/5\\'-nucleotidase/3\\'-nucleotidase"
"chromosome","NC_003197.2",38773,39534,"-",1251552,,"STM0034","NP_459039.1",253,"hypothetical protein"
"chromosome","NC_003197.2",40131,41624,"+",1251553,,"STM0035","NP_459040.1",497,"putative arylsulfatase"
"chromosome","NC_003197.2",41723,42913,"+",1251554,,"STM0036","NP_459041.1",396,"anaerobic sulfatase maturase"
"chromosome","NC_003197.2",42932,44185,"+",1251555,,"STM0037","NP_459042.1",417,"putative cytoplasmic protein"
"chromosome","NC_003197.2",44312,46027,"+",1251556,,"STM0038","NP_459043.1",571,"putative arylsulfatase"
"chromosome","NC_003197.2",46190,47356,"+",1251557,"nhaA","STM0039","NP_459044.1",388,"Na(+)/H(+) antiporter NhaA"
"chromosome","NC_003197.2",47418,48317,"+",1251558,"nhaR","STM0040","NP_459045.1",299,"transcriptional activator of nhaA"
"chromosome","NC_003197.2",48372,50411,"-",1251559,,"STM0041","NP_459046.1",679,"family 31 glucosidase"
"chromosome","NC_003197.2",50451,51824,"-",1251560,,"STM0042","NP_459047.1",457,"MFS transporter"
"chromosome","NC_003197.2",52280,52543,"-",1251561,"rpsT","STM0043","NP_459048.1",87,"30S ribosomal protein S20"
"chromosome","NC_003197.2",52649,52864,"+",1251562,"yaaY","STM0044","NP_459049.1",71,"hypothetical protein"
"chromosome","NC_003197.2",52872,53810,"+",1251563,"ribF","STM0045","NP_459050.1",312,"riboflavin biosynthesis protein RibF"
"chromosome","NC_003197.2",53855,56689,"+",1251564,"ileS","STM0046","NP_459051.1",944,"isoleucine--tRNA ligase"
"chromosome","NC_003197.2",56689,57189,"+",1251565,"lspA","STM0047","NP_459052.1",166,"signal peptidase II"
"chromosome","NC_003197.2",57344,57793,"+",1251566,"slpA","STM0048","NP_459053.1",149,"peptidylprolyl isomerase"
"chromosome","NC_003197.2",57796,58746,"+",1251567,"lytB","STM0049","NP_459054.1",316,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"chromosome","NC_003197.2",58946,60148,"+",1251568,,"STM0050","NP_459055.1",400,"putative nitrite reductase"
"chromosome","NC_003197.2",60164,61084,"+",1251569,"rihC","STM0051","NP_459056.1",306,"ribonucleoside hydrolase RihC"
"chromosome","NC_003197.2",61106,61792,"-",1251570,,"STM0052","NP_459057.1",228,"response regulator"
"chromosome","NC_003197.2",61794,63413,"-",1251571,,"STM0053","NP_459058.1",539,"histidine kinase"
"chromosome","NC_003197.2",63548,64849,"-",1251572,,"STM0054","NP_459059.1",433,"oxaloacetate decarboxylase subunit beta"
"chromosome","NC_003197.2",64862,66637,"-",1251573,,"STM0055","NP_459060.1",591,"oxaloacetate decarboxylase subunit alpha"
"chromosome","NC_003197.2",66654,66893,"-",1251574,,"STM0056","NP_459061.1",79,"oxaloacetate decarboxylase subunit gamma"
"chromosome","NC_003197.2",67052,68392,"-",1251575,,"STM0057","NP_459062.1",446,"citrate:sodium symporter"
"chromosome","NC_003197.2",68637,69680,"+",1251576,"citC2","STM0058","NP_459063.1",347,"putative citrate lyase synthetase"
"chromosome","NC_003197.2",69710,70003,"+",1251577,"citD2","STM0059","NP_459064.1",97,"citrate lyase acyl carrier protein"
"chromosome","NC_003197.2",70000,70869,"+",1251578,"citE2","STM0060","NP_459065.1",289,"citrate (pro-3S)-lyase subunit beta"
"chromosome","NC_003197.2",70880,72400,"+",1251579,"citF2","STM0061","NP_459066.1",506,"citrate lyase subunit alpha"
"chromosome","NC_003197.2",72400,72951,"+",1251580,"citX2","STM0062","NP_459067.1",183,"holo-ACP synthase CitX"
"chromosome","NC_003197.2",72929,73837,"+",1251581,"citG2","STM0063","NP_459068.1",302,"triphosphoribosyl-dephospho-CoA synthase CitG"
"chromosome","NC_003197.2",74017,74838,"+",1251582,"dapB","STM0064","NP_459069.1",273,"4-hydroxy-tetrahydrodipicolinate reductase"
"chromosome","NC_003197.2",75088,75435,"+",1251583,,"STM0065","NP_446529.1",115,"putative viral protein"
"chromosome","NC_003197.2",75880,77028,"+",1251584,"carA","STM0066","NP_459071.1",382,"carbamoyl phosphate synthase small subunit"
"chromosome","NC_003197.2",77047,80274,"+",1251585,"carB","STM0067","NP_459072.1",1075,"carbamoyl phosphate synthase large subunit"
"chromosome","NC_003197.2",80548,80943,"+",1251586,"caiF","STM0068","NP_459073.1",131,"CaiF/GrlA family transcriptional regulator"
"chromosome","NC_003197.2",81020,81616,"-",1251587,"caiE","STM0069","NP_459074.1",198,"phenylacetic acid degradation protein PaaY"
"chromosome","NC_003197.2",81725,82510,"-",1251588,"caiD","STM0070","NP_459075.1",261,"carnitinyl-CoA dehydratase"
"chromosome","NC_003197.2",82564,84117,"-",1251589,"caiC","STM0071","NP_459076.1",517,"crotonobetaine/carnitine-CoA ligase"
"chromosome","NC_003197.2",84180,85397,"-",1251590,"caiB","STM0072","NP_459077.1",405,"L-carnitine CoA-transferase"
"chromosome","NC_003197.2",85509,86651,"-",1251591,"caiA","STM0073","NP_459078.1",380,"crotonobetainyl-CoA--carnitine CoA-transferase"
"chromosome","NC_003197.2",86686,88203,"-",1251592,"caiT","STM0074","NP_459079.1",505,"L-carnitine:gamma-butyrobetaine antiporter"
"chromosome","NC_003197.2",88684,89454,"+",1251593,"fixA","STM0075","NP_459080.1",256,"electron transfer flavoprotein"
"chromosome","NC_003197.2",89470,90411,"+",1251594,"fixB","STM0076","NP_459081.1",313,"nitrogen fixation protein FixB"
"chromosome","NC_003197.2",90461,91747,"+",1251595,"fixC","STM0077","NP_459082.1",428,"oxidoreductase"
"chromosome","NC_003197.2",91744,92031,"+",1251596,"fixX","STM0078","NP_459083.1",95,"ferredoxin family protein"
"chromosome","NC_003197.2",92178,93518,"+",1251597,"yaaU","STM0079","NP_459084.1",446,"MFS transporter"
"chromosome","NC_003197.2",93607,93837,"+",1251598,,"STM0080","NP_459085.1",76,"hypothetical protein"
"chromosome","NC_003197.2",94131,94547,"+",1251599,,"STM0081","NP_459086.1",138,"hypothetical protein"
"chromosome","NC_003197.2",94771,95061,"-",1251600,,"STM0082","NP_459087.1",96,"hypothetical protein"
"chromosome","NC_003197.2",95271,95465,"+",1251601,,"STM0083","NP_446547.1",64,"hypothetical protein"
"chromosome","NC_003197.2",95959,97848,"+",1251602,,"STM0084","NP_459089.1",629,"phosphatase"
"chromosome","NC_003197.2",98255,98785,"+",1251603,"yabF","STM0085","NP_459090.1",176,"glutathione-regulated potassium-efflux system ancillary protein KefF"
"chromosome","NC_003197.2",98778,100640,"+",1251604,"kefC","STM0086","NP_459091.1",620,"glutathione-regulated potassium-efflux system protein KefC"
"chromosome","NC_003197.2",100839,101318,"+",1251605,"folA","STM0087","NP_459092.1",159,"dihydrofolate reductase"
"chromosome","NC_003197.2",101424,102272,"-",1251606,"apaH","STM0088","NP_459093.1",282,"bis(5\\'-nucleosyl)-tetraphosphatase (symmetrical)"
"chromosome","NC_003197.2",102283,102660,"-",1251607,"apaG","STM0089","NP_459094.1",125,"Co2+/Mg2+ efflux protein ApaG"
"chromosome","NC_003197.2",102663,103484,"-",1251608,"ksgA","STM0090","NP_459095.1",273,"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase"
"chromosome","NC_003197.2",103481,104470,"-",1251609,"pdxA","STM0091","NP_459096.1",329,"4-hydroxythreonine-4-phosphate dehydrogenase PdxA"
"chromosome","NC_003197.2",104470,105756,"-",1251610,"surA","STM0092","NP_459097.1",428,"peptidylprolyl isomerase SurA"
"chromosome","NC_003197.2",105810,108170,"-",1251611,"imp","STM0093","NP_459098.1",786,"LPS assembly protein LptD"
"chromosome","NC_003197.2",108424,109236,"+",1251612,"djlA","STM0094","NP_459099.1",270,"molecular chaperone DjlA"
"chromosome","NC_003197.2",109331,109990,"-",1251613,"rluA","STM0095","NP_459100.1",219,"bifunctional tRNA pseudouridine(32) synthase/ribosomal large subunit pseudouridine synthase RluA"
"chromosome","NC_003197.2",110002,112908,"-",1251614,"hepA","STM0096","NP_459101.1",968,"RNA polymerase-binding ATPase"
"chromosome","NC_003197.2",113082,115433,"-",1251615,"polB","STM0097","NP_459102.1",783,"DNA polymerase II"
"chromosome","NC_003197.2",115477,116097,"-",1251616,,"STM0098","NP_459103.1",206,"putative secreted protein"
"chromosome","NC_003197.2",116299,116601,"+",1251617,,"STM0099","NP_446563.1",100,"hypothetical protein"
"chromosome","NC_003197.2",116816,117235,"+",1251618,,"STM0100","NP_459105.1",139,"DUF4751 domain-containing protein"
"chromosome","NC_003197.2",117241,117936,"-",1251619,"araD","STM0101","NP_459106.1",231,"L-ribulose-5-phosphate 4-epimerase"
"chromosome","NC_003197.2",118077,119579,"-",1251620,"araA","STM0102","NP_459107.1",500,"L-arabinose isomerase"
"chromosome","NC_003197.2",119590,121299,"-",1251621,"araB","STM0103","NP_459108.1",569,"ribulokinase"
"chromosome","NC_003197.2",121640,122485,"+",1251622,"araC","STM0104","NP_459109.1",281,"DNA-binding transcriptional regulator AraC"
"chromosome","NC_003197.2",122604,123371,"+",1251623,"yabI","STM0105","NP_459110.1",255,"hypothetical protein"
"chromosome","NC_003197.2",123410,124117,"-",1251624,"yabJ","STM0106","NP_459111.1",235,"thiamine ABC transporter ATP-binding protein"
"chromosome","NC_003197.2",124101,125711,"-",1251625,"yabK","STM0107","NP_459112.1",536,"thiamine/thiamine pyrophosphate ABC transporter permease ThiP"
"chromosome","NC_003197.2",125687,126670,"-",1251626,"tbpA","STM0108","NP_459113.1",327,"thiamine ABC transporter substrate binding subunit"
"chromosome","NC_003197.2",126848,128506,"-",1251627,"yabN","STM0109","NP_459114.1",552,"transcriptional regulator SgrR"
"chromosome","NC_003197.2",129057,129662,"-",1251628,"leuD","STM0110","NP_459115.1",201,"3-isopropylmalate dehydratase small subunit"
"chromosome","NC_003197.2",129673,131073,"-",1251629,"leuC","STM0111","NP_459116.1",466,"3-isopropylmalate dehydratase large subunit"
"chromosome","NC_003197.2",131076,132167,"-",1251630,"leuB","STM0112","NP_459117.1",363,"3-isopropylmalate dehydrogenase"
"chromosome","NC_003197.2",132167,133738,"-",1251631,"leuA","STM0113","NP_459118.1",523,"2-isopropylmalate synthase"
"chromosome","NC_003197.2",133826,133912,"-",1251632,"leuL","STM0114","NP_459119.1",28,"leu operon leader peptide"
"chromosome","NC_003197.2",134569,135513,"+",1251633,"leuO","STM0115","NP_459120.1",314,"transcriptional regulator LeuO"
"chromosome","NC_003197.2",135898,137559,"+",1251634,"ilvI","STM0116","NP_459121.1",553,"valine sensitive acetolactate synthase III, large subunit"
"chromosome","NC_003197.2",137562,138053,"+",1251635,"ilvH","STM0117","NP_459122.1",163,"acetolactate synthase small subunit"
"chromosome","NC_003197.2",138337,139341,"+",1251636,"fruR","STM0118","NP_459123.1",334,"DNA-binding transcriptional regulator FruR"
"chromosome","NC_003197.2",139947,140405,"+",1251637,"yabB","STM0119","NP_459124.1",152,"cell division/cell wall cluster transcriptional repressor MraZ"
"chromosome","NC_003197.2",140407,141348,"+",1251638,"yabC","STM0120","NP_459125.1",313,"16S rRNA (cytosine(1402)-N(4))-methyltransferase"
"chromosome","NC_003197.2",141345,141710,"+",1251639,"ftsL","STM0121","NP_459126.1",121,"cell division protein FtsL"
"chromosome","NC_003197.2",141726,143492,"+",1251640,"ftsI","STM0122","NP_459127.1",588,"peptidoglycan glycosyltransferase FtsI"
"chromosome","NC_003197.2",143479,144966,"+",1251641,"murE","STM0123","NP_459128.1",495,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
"chromosome","NC_003197.2",144963,146321,"+",1251642,"murF","STM0124","NP_459129.1",452,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
"chromosome","NC_003197.2",146315,147397,"+",1251643,"mraY","STM0125","NP_459130.1",360,"phospho-N-acetylmuramoyl-pentapeptide-transferase"
"chromosome","NC_003197.2",147400,148716,"+",1251644,"murD","STM0126","NP_459131.1",438,"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"
"chromosome","NC_003197.2",148716,149960,"+",1251645,"ftsW","STM0127","NP_459132.1",414,"cell division protein FtsW"
"chromosome","NC_003197.2",149957,151024,"+",1251646,"murG","STM0128","NP_459133.1",355,"undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase"
"chromosome","NC_003197.2",151143,152618,"+",1251647,"murC","STM0129","NP_459134.1",491,"UDP-N-acetylmuramate--L-alanine ligase"
"chromosome","NC_003197.2",152611,153531,"+",1251648,"ddlB","STM0130","NP_459135.1",306,"D-alanine--D-alanine ligase"
"chromosome","NC_003197.2",153533,154363,"+",1251649,"ftsQ","STM0131","NP_459136.1",276,"cell division protein FtsQ"
"chromosome","NC_003197.2",154360,155622,"+",1251650,"ftsA","STM0132","NP_459137.1",420,"cell division protein FtsA"
"chromosome","NC_003197.2",155683,156834,"+",1251651,"ftsZ","STM0133","NP_459138.1",383,"cell division protein FtsZ"
"chromosome","NC_003197.2",156935,157852,"+",1251652,"lpxC","STM0134","NP_459139.1",305,"UDP-3-O"
"chromosome","NC_003197.2",158199,158627,"+",1251653,"yacA","STM0135","NP_459140.3",142,"putative inner membrane protein"
"chromosome","NC_003197.2",158689,161394,"+",1251654,"secA","STM0136","NP_459141.1",901,"preprotein translocase subunit SecA"
"chromosome","NC_003197.2",161546,161941,"+",1251655,"mutT","STM0137","NP_459142.1",131,"8-oxo-dGTP diphosphatase"
"chromosome","NC_003197.2",162263,162454,"-",1251656,"yacG","STM0138","NP_459143.1",63,"DNA gyrase inhibitor YacG"
"chromosome","NC_003197.2",162464,163207,"-",1251657,"yacF","STM0139","NP_459144.1",247,"cell division protein ZapD"
"chromosome","NC_003197.2",163207,163827,"-",1251658,"yacE","STM0140","NP_459145.1",206,"dephospho-CoA kinase"
"chromosome","NC_003197.2",164053,165096,"+",1251659,"guaC","STM0141","NP_459146.1",347,"GMP reductase"
"chromosome","NC_003197.2",165127,166329,"-",1251660,"hofC","STM0142","NP_459147.1",400,"type IV pilin biogenesis protein"
"chromosome","NC_003197.2",166319,167704,"-",1251661,"hofB","STM0143","NP_459148.1",461,"type II secretion system protein GspE"
"chromosome","NC_003197.2",167714,168151,"-",1251662,"ppdD","STM0144","NP_459149.1",145,"prepilin peptidase-dependent pilin"
"chromosome","NC_003197.2",168373,169266,"-",1251663,"nadC","STM0145","NP_459150.1",297,"nicotinate-nucleotide diphosphorylase"
"chromosome","NC_003197.2",169354,169917,"+",1251664,"ampD","STM0146","NP_459151.1",187,"N-acetylmuramoyl-L-alanine amidase"
"chromosome","NC_003197.2",169914,170768,"+",1251665,"ampE","STM0147","NP_459152.1",284,"regulatory signaling modulator protein AmpE"
"chromosome","NC_003197.2",170860,171810,"-",1251666,,"STM0148","NP_459153.1",316,"alpha-N-arabinofuranosidase"
"chromosome","NC_003197.2",171810,173216,"-",1251667,,"STM0149","NP_459154.1",468,"MFS transporter"
"chromosome","NC_003197.2",173380,174753,"-",1251668,"aroP","STM0150","NP_459155.1",457,"APC family aromatic amino acid transporter"
"chromosome","NC_003197.2",175316,176080,"+",1251669,"pdhR","STM0151","NP_459156.1",254,"transcriptional regulator PdhR"
"chromosome","NC_003197.2",176240,178903,"+",1251670,"aceE","STM0152","NP_459157.1",887,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
"chromosome","NC_003197.2",178918,180807,"+",1251671,"aceF","STM0153","NP_459158.2",629,"pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase"
"chromosome","NC_003197.2",181007,182431,"+",1251672,"lpdA","STM0154","NP_459159.1",474,"dihydrolipoyl dehydrogenase"
"chromosome","NC_003197.2",182720,183004,"+",1251673,,"STM0155","NP_459160.1",94,"hypothetical protein"
"chromosome","NC_003197.2",183042,183833,"-",1251674,,"STM0156","NP_459161.1",263,"hypothetical protein"
"chromosome","NC_003197.2",183846,185468,"-",1251675,"yacH","STM0157","NP_459162.2",540,"hypothetical protein"
"chromosome","NC_003197.2",185857,188454,"+",1251676,"acnB","STM0158","NP_459163.1",865,"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
"chromosome","NC_003197.2",188515,189357,"-",1251677,,"STM0159","NP_459164.1",280,"putative restriction endonuclease"
"chromosome","NC_003197.2",189603,189965,"+",1251678,"yacL","STM0160","NP_459165.1",120,"UPF0231 family protein"
"chromosome","NC_003197.2",190200,191153,"+",1251679,"kdgT","STM0161","NP_459166.1",317,"2-keto-3-deoxygluconate permease"
"chromosome","NC_003197.2",191150,192421,"+",1251680,,"STM0162","NP_459167.1",423,"hypothetical protein"
"chromosome","NC_003197.2",192411,193394,"+",1251681,,"STM0163","NP_459168.1",327,"4-hydroxythreonine-4-phosphate dehydrogenase PdxA"
"chromosome","NC_003197.2",193404,194171,"+",1251682,,"STM0164","NP_459169.1",255,"DeoR family transcriptional regulator"
"chromosome","NC_003197.2",194201,194995,"-",1251683,"speD","STM0165","NP_459170.1",264,"S-adenosylmethionine decarboxylase"
"chromosome","NC_003197.2",195016,195876,"-",1251684,"speE","STM0166","NP_459171.1",286,"spermidine synthase"
"chromosome","NC_003197.2",195983,196330,"-",1251685,"yacC","STM0167","NP_459172.1",115,"hypothetical protein"
"chromosome","NC_003197.2",196532,198142,"+",1251686,"cueO","STM0168","NP_459173.1",536,"putative multicopper oxidase"
"chromosome","NC_003197.2",198220,200610,"-",1251687,"gcd","STM0169","NP_459174.1",796,"pyrroloquinoline quinone-dependent dehydrogenase"
"chromosome","NC_003197.2",200816,201352,"+",1251688,"hpt","STM0170","NP_459175.1",178,"hypoxanthine phosphoribosyltransferase"
"chromosome","NC_003197.2",201410,202072,"-",1251689,"yadF","STM0171","NP_459176.1",220,"carbonate dehydratase"
"chromosome","NC_003197.2",202181,203107,"+",1251690,"yadG","STM0172","NP_459177.1",308,"multidrug ABC transporter ATP-binding protein"
"chromosome","NC_003197.2",203104,203874,"+",1251691,"yadH","STM0173","NP_459178.1",256,"ABC transporter permease"
"chromosome","NC_003197.2",203991,205070,"-",1251692,"stiH","STM0174","NP_459179.1",359,"fimbrial protein StiH"
"chromosome","NC_003197.2",205079,207625,"-",1251693,"stiC","STM0175","NP_459180.1",848,"fimbrial assembly protein"
"chromosome","NC_003197.2",207652,208335,"-",1251694,"stiB","STM0176","NP_459181.1",227,"long polar fimbrial chaperone LpfB"
"chromosome","NC_003197.2",208383,208922,"-",1251695,"stiA","STM0177","NP_459182.1",179,"fimbrial protein StiA"
"chromosome","NC_003197.2",209293,209733,"+",1251696,"yadI","STM0178","NP_459183.1",146,"PTS sugar transporter subunit IIA"
"chromosome","NC_003197.2",209795,211024,"+",1251697,"yadE","STM0179","NP_459184.1",409,"hypothetical protein"
"chromosome","NC_003197.2",211031,211411,"-",1251698,"panD","STM0180","NP_459185.1",126,"aspartate 1-decarboxylase"
"chromosome","NC_003197.2",211506,212360,"-",1251699,"panC","STM0181","NP_459186.1",284,"pantoate--beta-alanine ligase"
"chromosome","NC_003197.2",212486,213277,"-",1251700,"panB","STM0182","NP_459187.1",263,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"chromosome","NC_003197.2",213398,213877,"-",1251701,"folK","STM0183","NP_459188.1",159,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"chromosome","NC_003197.2",213874,215292,"-",1251702,"pcnB","STM0184","NP_459189.1",472,"polynucleotide adenylyltransferase"
"chromosome","NC_003197.2",215433,216374,"-",1251703,"yadB","STM0185","NP_459190.3",313,"putative glutamyl t-RNA synthetase"
"chromosome","NC_003197.2",216398,216853,"-",1251704,"dksA","STM0186","NP_459191.1",151,"RNA polymerase-binding protein DksA"
"chromosome","NC_003197.2",217030,217734,"-",1251705,"sfsA","STM0187","NP_459192.1",234,"sugar fermentation stimulation protein SfsA"
"chromosome","NC_003197.2",217751,218281,"-",1251706,"ligT","STM0188","NP_459193.1",176,"2\\'-5\\' RNA ligase"
"chromosome","NC_003197.2",218309,220783,"+",1251707,"hrpB","STM0189","NP_459194.1",824,"ATP-dependent helicase"
"chromosome","NC_003197.2",220924,223446,"+",1251708,"mrcB","STM0190","NP_459195.1",840,"penicillin-binding protein 1B"
"chromosome","NC_003197.2",223739,225928,"+",1251709,"fhuA","STM0191","NP_459196.1",729,"ferrichrome porin FhuA"
"chromosome","NC_003197.2",225977,226774,"+",1251710,"fhuC","STM0192","NP_459197.1",265,"iron-hydroxamate transporter ATP-binding subunit"
"chromosome","NC_003197.2",226774,227664,"+",1251711,"fhuD","STM0193","NP_459198.1",296,"iron-hydroxamate transporter substrate-binding subunit"
"chromosome","NC_003197.2",227661,229718,"+",1251712,"fhuB","STM0194","NP_459199.1",685,"Fe3+-hydroxamate ABC transporter permease FhuB"
"chromosome","NC_003197.2",230658,231218,"+",1251713,"stfA","STM0195","NP_459200.1",186,"fimbrial protein"
"chromosome","NC_003197.2",231304,233961,"+",1251714,"stfC","STM0196","NP_459201.1",885,"outer membrane usher protein"
"chromosome","NC_003197.2",233979,234731,"+",1251715,"stfD","STM0197","NP_459202.1",250,"fimbrial protein"
"chromosome","NC_003197.2",234750,235262,"+",1251716,"stfE","STM0198","NP_459203.1",170,"fimbrial protein"
