#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP011118.1",50347,51276,"+",61793432,"fdhE","FORC2_RS00215","WP_019081432.1",309,"formate dehydrogenase accessory protein FdhE"
"chromosome","NZ_CP011118.1",51308,52696,"+",61793433,,"FORC2_RS00220","WP_046694360.1",462,"L-seryl-tRNA(Sec) selenium transferase"
"chromosome","NZ_CP011118.1",52693,54585,"+",61793434,"selB","FORC2_RS00225","WP_046694361.1",630,"selenocysteine-specific translation elongation factor"
"chromosome","NZ_CP011118.1",54651,55880,"-",61793435,,"FORC2_RS00230","WP_046051914.1",409,"MFS transporter"
"chromosome","NZ_CP011118.1",56256,57248,"+",61793436,,"FORC2_RS00235","WP_019081429.1",330,"acyltransferase"
"chromosome","NZ_CP011118.1",57241,58167,"-",61793437,,"FORC2_RS00240","WP_019084163.1",308,"DJ-1/PfpI family protein"
"chromosome","NZ_CP011118.1",58170,59198,"-",61793438,,"FORC2_RS00245","WP_046051912.1",342,"isochorismatase family protein"
"chromosome","NZ_CP011118.1",59452,60219,"+",61793439,,"FORC2_RS00250","WP_046051911.1",255,"molecular chaperone"
"chromosome","NZ_CP011118.1",60269,61729,"-",61793440,"xylB","FORC2_RS00255","WP_046694362.1",486,"xylulokinase"
"chromosome","NZ_CP011118.1",61922,63241,"-",61793441,"xylA","FORC2_RS00260","WP_019084159.1",439,"xylose isomerase"
"chromosome","NZ_CP011118.1",63620,64615,"+",61793442,"xylF","FORC2_RS00265","WP_046694363.1",331,"D-xylose ABC transporter substrate-binding protein"
"chromosome","NZ_CP011118.1",64707,66239,"+",61793443,,"FORC2_RS00270","WP_046694364.1",510,"xylose ABC transporter ATP-binding protein"
"chromosome","NZ_CP011118.1",66226,67410,"+",61793444,,"FORC2_RS00275","WP_019081420.1",394,"sugar ABC transporter permease"
"chromosome","NZ_CP011118.1",67494,68687,"+",61793445,,"FORC2_RS00280","WP_019084157.1",397,"DNA-binding transcriptional regulator"
"chromosome","NZ_CP011118.1",69074,70249,"+",61793446,,"FORC2_RS00285","WP_046694365.1",391,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP011118.1",70266,71081,"+",61793447,,"FORC2_RS00290","WP_046694366.1",271,"DUF2971 domain-containing protein"
"chromosome","NZ_CP011118.1",71148,71459,"-",61793448,,"FORC2_RS00295","WP_032814188.1",103,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP011118.1",71841,72086,"-",61797673,,"FORC2_RS22040","WP_071843340.1",81,"ogr/Delta-like zinc finger family protein"
"chromosome","NZ_CP011118.1",72088,72807,"-",61793449,,"FORC2_RS00300","WP_046694367.1",239,"hypothetical protein"
"chromosome","NZ_CP011118.1",73407,73664,"+",61793450,,"FORC2_RS00305","WP_046694368.1",85,"AlpA family transcriptional regulator"
"chromosome","NZ_CP011118.1",73712,73900,"+",61793451,,"FORC2_RS00310","WP_046695634.1",62,"hypothetical protein"
"chromosome","NZ_CP011118.1",73905,74450,"+",61793452,,"FORC2_RS00315","WP_046694369.1",181,"ash family protein"
"chromosome","NZ_CP011118.1",74447,74710,"+",61793453,,"FORC2_RS00320","WP_046694370.1",87,"hypothetical protein"
"chromosome","NZ_CP011118.1",74707,75048,"+",61793454,,"FORC2_RS00325","WP_046051905.1",113,"MULTISPECIES: DUF5375 family protein"
"chromosome","NZ_CP011118.1",75062,77395,"+",61793455,,"FORC2_RS00330","WP_046694371.1",777,"toprim domain-containing protein"
"chromosome","NZ_CP011118.1",78982,79455,"+",61793456,,"FORC2_RS00335","WP_026018329.1",157,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP011118.1",79489,80451,"-",61793457,,"FORC2_RS00340","WP_019084155.1",320,"LacI family DNA-binding transcriptional regulator"
"chromosome","NZ_CP011118.1",80536,81456,"-",61793458,,"FORC2_RS00345","WP_019081416.1",306,"ROK family protein"
"chromosome","NZ_CP011118.1",81533,81838,"-",61793459,,"FORC2_RS00350","WP_019081415.1",101,"PTS lactose/cellobiose transporter subunit IIA"
"chromosome","NZ_CP011118.1",81869,83194,"-",61793460,,"FORC2_RS00355","WP_019081414.1",441,"PTS cellobiose transporter subunit IIC"
"chromosome","NZ_CP011118.1",83205,83519,"-",61793461,,"FORC2_RS00360","WP_046694372.1",104,"PTS sugar transporter subunit IIB"
"chromosome","NZ_CP011118.1",83704,84978,"+",61793462,,"FORC2_RS00365","WP_046694373.1",424,"PTS sugar transporter subunit IIC"
"chromosome","NZ_CP011118.1",85222,86556,"+",61793463,,"FORC2_RS00370","WP_046694374.1",444,"carbohydrate porin"
"chromosome","NZ_CP011118.1",86567,88759,"+",61793464,,"FORC2_RS00375","WP_046694375.1",730,"beta-1,4 mannanase"
"chromosome","NZ_CP011118.1",88829,90229,"+",61793465,,"FORC2_RS00380","WP_046694376.1",466,"glycoside hydrolase family 1 protein"
"chromosome","NZ_CP011118.1",90251,91444,"+",61793466,"manA","FORC2_RS00385","WP_046694377.1",397,"mannose-6-phosphate isomerase, class I"
"chromosome","NZ_CP011118.1",92232,92369,"+",61797782,,"FORC2_RS23295","WP_019081407.1",45,"hypothetical protein"
"chromosome","NZ_CP011118.1",92651,95188,"+",61793467,,"FORC2_RS00395","WP_154237412.1",845,"fimbrial biogenesis outer membrane usher protein"
"chromosome","NZ_CP011118.1",95534,95701,"-",61797675,,"FORC2_RS22055","WP_019081405.1",55,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP011118.1",96620,98311,"+",61793468,"hutU","FORC2_RS00405","WP_046694378.1",563,"urocanate hydratase"
"chromosome","NZ_CP011118.1",98308,99843,"+",61793469,"hutH","FORC2_RS00410","WP_046694379.1",511,"histidine ammonia-lyase"
"chromosome","NZ_CP011118.1",99953,101350,"+",61793470,,"FORC2_RS00415","WP_019081401.1",465,"amino acid permease"
"chromosome","NZ_CP011118.1",101618,103081,"+",61793471,,"FORC2_RS00420","WP_019084149.1",487,"alpha/beta hydrolase"
"chromosome","NZ_CP011118.1",103202,103627,"+",61793472,,"FORC2_RS00425","WP_004875517.1",141,"MULTISPECIES: organic hydroperoxide resistance protein"
"chromosome","NZ_CP011118.1",103887,105578,"+",61793473,"eptB","FORC2_RS00430","WP_046051897.1",563,"kdo(2)-lipid A phosphoethanolamine 7\\'\\'-transferase"
"chromosome","NZ_CP011118.1",105690,106280,"+",61793474,"uhpA","FORC2_RS00435","WP_046051896.1",196,"transcriptional regulator UhpA"
"chromosome","NZ_CP011118.1",106277,107809,"+",61793475,"uhpB","FORC2_RS00440","WP_046694380.1",510,"signal transduction histidine-protein kinase/phosphatase UhpB"
"chromosome","NZ_CP011118.1",107903,109234,"+",61793476,,"FORC2_RS00445","WP_026018328.1",443,"MFS transporter"
"chromosome","NZ_CP011118.1",109653,110765,"+",61793478,,"FORC2_RS00455","WP_046694381.1",370,"filamentous hemagglutinin N-terminal domain-containing protein"
"chromosome","NZ_CP011118.1",110949,112526,"+",61793479,,"FORC2_RS00460","WP_046694382.1",525,"ShlB/FhaC/HecB family hemolysin secretion/activation protein"
"chromosome","NZ_CP011118.1",112555,113937,"+",61793480,,"FORC2_RS00465","WP_046694383.1",460,"filamentous hemagglutinin N-terminal domain-containing protein"
"chromosome","NZ_CP011118.1",114620,116227,"+",61793481,,"FORC2_RS00470","WP_005174918.1",535,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP011118.1",116516,117535,"+",61793482,"dppB","FORC2_RS00475","WP_019081650.1",339,"MULTISPECIES: dipeptide ABC transporter permease DppB"
"chromosome","NZ_CP011118.1",117546,118448,"+",61793483,"dppC","FORC2_RS00480","WP_019081649.1",300,"MULTISPECIES: dipeptide ABC transporter permease DppC"
"chromosome","NZ_CP011118.1",118464,119444,"+",61793484,"dppD","FORC2_RS00485","WP_005174903.1",326,"MULTISPECIES: dipeptide ABC transporter ATP-binding protein"
"chromosome","NZ_CP011118.1",119459,120463,"+",61793485,,"FORC2_RS00490","WP_026018078.1",334,"ABC transporter ATP-binding protein"
"chromosome","NZ_CP011118.1",120844,122496,"-",61793486,"bcsG","FORC2_RS00495","WP_046694384.1",550,"cellulose biosynthesis protein BcsG"
"chromosome","NZ_CP011118.1",122499,122687,"-",61793487,"bcsF","FORC2_RS00500","WP_005157335.1",62,"cellulose biosynthesis protein BcsF"
"chromosome","NZ_CP011118.1",122684,124243,"-",61793488,"bcsE","FORC2_RS00505","WP_046694385.1",519,"cellulose biosynthesis protein BcsE"
"chromosome","NZ_CP011118.1",124440,124631,"+",61793489,,"FORC2_RS00510","WP_019084141.1",63,"hypothetical protein"
"chromosome","NZ_CP011118.1",124635,125372,"+",61793490,"yhjQ","FORC2_RS00515","WP_019084140.1",245,"cellulose synthase operon protein YhjQ"
"chromosome","NZ_CP011118.1",128008,130311,"+",61793492,"bcsB","FORC2_RS00530","WP_046695636.1",767,"cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB"
"chromosome","NZ_CP011118.1",130317,131444,"+",61793493,"bcsZ","FORC2_RS00535","WP_046695637.1",375,"cellulase"
"chromosome","NZ_CP011118.1",131426,134932,"+",61793494,"bcsC","FORC2_RS00540","WP_046051887.1",1168,"cellulose biosynthesis protein BcsC"
"chromosome","NZ_CP011118.1",135196,136692,"+",61793495,,"FORC2_RS00545","WP_046051886.1",498,"EAL domain-containing protein"
"chromosome","NZ_CP011118.1",137541,138245,"+",61793496,,"FORC2_RS00550","WP_019081639.1",234,"porin"
"chromosome","NZ_CP011118.1",138322,140040,"+",61793497,,"FORC2_RS00555","WP_019084136.1",572,"pectate lyase"
"chromosome","NZ_CP011118.1",140165,140644,"+",61793498,,"FORC2_RS00560","WP_019081637.1",159,"discoidin domain-containing protein"
"chromosome","NZ_CP011118.1",141022,142314,"+",61793499,,"FORC2_RS00565","WP_011817389.1",430,"dicarboxylate/amino acid:cation symporter"
"chromosome","NZ_CP011118.1",142728,144230,"+",61793500,,"FORC2_RS00570","WP_019081636.1",500,"insulinase family protein"
"chromosome","NZ_CP011118.1",144394,145338,"-",61793501,,"FORC2_RS00575","WP_019081635.1",314,"sugar kinase"
"chromosome","NZ_CP011118.1",145483,145683,"-",61793502,,"FORC2_RS00580","WP_004388926.1",66,"MULTISPECIES: 4-oxalocrotonate tautomerase family protein"
"chromosome","NZ_CP011118.1",145911,146702,"+",61793503,"pdeH","FORC2_RS00585","WP_019081634.1",263,"cyclic-guanylate-specific phosphodiesterase"
"chromosome","NZ_CP011118.1",146821,148941,"+",61793504,,"FORC2_RS00590","WP_046694388.1",706,"AsmA family protein"
"chromosome","NZ_CP011118.1",148946,149710,"-",61793505,,"FORC2_RS00595","WP_046694389.1",254,"CDP-diacylglycerol diphosphatase"
"chromosome","NZ_CP011118.1",149734,150723,"-",61793506,"yhjD","FORC2_RS00600","WP_019081631.1",329,"inner membrane protein YhjD"
"chromosome","NZ_CP011118.1",151141,154386,"+",61793507,"yapE","FORC2_RS00605","WP_046694390.1",1081,"autotransporter adhesin YapE"
"chromosome","NZ_CP011118.1",154442,155434,"-",61793508,,"FORC2_RS00610","WP_046694391.1",330,"zinc-dependent alcohol dehydrogenase family protein"
"chromosome","NZ_CP011118.1",155450,156031,"-",61793509,,"FORC2_RS00615","WP_019081628.1",193,"helix-turn-helix transcriptional regulator"
"chromosome","NZ_CP011118.1",156178,157080,"+",61793510,,"FORC2_RS00620","WP_046694392.1",300,"DMT family transporter"
"chromosome","NZ_CP011118.1",158633,160606,"+",61793511,,"FORC2_RS00630","WP_046694393.1",657,"hypothetical protein"
"chromosome","NZ_CP011118.1",161142,162068,"+",61793512,,"FORC2_RS00635","WP_157180248.1",308,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP011118.1",162068,163060,"+",61793513,,"FORC2_RS00640","WP_019081621.1",330,"glycosyltransferase family 2 protein"
"chromosome","NZ_CP011118.1",163894,164772,"+",61793514,"rfbD","FORC2_RS00645","WP_019081620.1",292,"dTDP-4-dehydrorhamnose reductase"
"chromosome","NZ_CP011118.1",164777,165325,"+",61793515,"rfbC","FORC2_RS00650","WP_019081619.1",182,"dTDP-4-dehydrorhamnose 3,5-epimerase"
"chromosome","NZ_CP011118.1",165359,166120,"+",61793516,,"FORC2_RS00655","WP_019081618.1",253,"NTP transferase domain-containing protein"
"chromosome","NZ_CP011118.1",166117,166743,"+",61793517,,"FORC2_RS00660","WP_019081617.1",208,"hypothetical protein"
"chromosome","NZ_CP011118.1",166752,167405,"+",61793518,,"FORC2_RS00665","WP_032901223.1",217,"HAD family phosphatase"
"chromosome","NZ_CP011118.1",167395,168117,"+",61793519,,"FORC2_RS00670","WP_019081615.1",240,"glycosyltransferase family 2 protein"
"chromosome","NZ_CP011118.1",168119,168445,"+",61793520,,"FORC2_RS00675","WP_019081614.1",108,"hypothetical protein"
"chromosome","NZ_CP011118.1",168529,169269,"+",61793521,,"FORC2_RS00680","WP_050919803.1",246,"ABC transporter permease"
"chromosome","NZ_CP011118.1",169266,169991,"+",61793522,,"FORC2_RS00685","WP_050123130.1",241,"ABC transporter ATP-binding protein"
"chromosome","NZ_CP011118.1",170008,171303,"+",61793523,,"FORC2_RS00690","WP_046051873.1",431,"hypothetical protein"
"chromosome","NZ_CP011118.1",171305,172345,"+",61793524,,"FORC2_RS00695","WP_046694394.1",346,"hypothetical protein"
"chromosome","NZ_CP011118.1",172342,173976,"+",61793525,,"FORC2_RS00700","WP_046051871.1",544,"hypothetical protein"
"chromosome","NZ_CP011118.1",173966,175399,"+",61793526,,"FORC2_RS00705","WP_046694395.1",477,"glycosyltransferase"
"chromosome","NZ_CP011118.1",175721,176470,"+",61793527,,"FORC2_RS00710","WP_046694396.1",249,"glycosyltransferase family 2 protein"
"chromosome","NZ_CP011118.1",176834,178186,"-",61793528,"gorA","FORC2_RS00715","WP_011817382.1",450,"glutathione-disulfide reductase"
"chromosome","NZ_CP011118.1",178288,179130,"-",61793529,,"FORC2_RS00720","WP_004388937.1",280,"MULTISPECIES: 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ"
"chromosome","NZ_CP011118.1",179467,181509,"+",61793530,"prlC","FORC2_RS00725","WP_046694397.1",680,"oligopeptidase A"
"chromosome","NZ_CP011118.1",181513,182265,"+",61793531,"rsmJ","FORC2_RS00730","WP_046694398.1",250,"16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ"
"chromosome","NZ_CP011118.1",182324,183625,"-",61793532,,"FORC2_RS00735","WP_046694399.1",433,"M10 family metallopeptidase C-terminal domain-containing protein"
"chromosome","NZ_CP011118.1",183844,185187,"-",61793533,"gdhA","FORC2_RS00740","WP_019081597.1",447,"NADP-specific glutamate dehydrogenase"
"chromosome","NZ_CP011118.1",185451,185897,"-",61793534,"uspA","FORC2_RS00745","WP_005157389.1",148,"MULTISPECIES: universal stress protein UspA"
"chromosome","NZ_CP011118.1",186590,186925,"+",61793535,"uspB","FORC2_RS00750","WP_026018074.1",111,"universal stress protein UspB"
"chromosome","NZ_CP011118.1",187033,188529,"-",61793536,"pitA","FORC2_RS00755","WP_005157393.1",498,"inorganic phosphate transporter PitA"
"chromosome","NZ_CP011118.1",188841,190043,"+",61793537,,"FORC2_RS00760","WP_019081595.1",400,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NZ_CP011118.1",190127,191452,"-",61793538,,"FORC2_RS00765","WP_046694400.1",441,"dicarboxylate/amino acid:cation symporter"
"chromosome","NZ_CP011118.1",191614,191931,"-",61793539,,"FORC2_RS00770","WP_046694401.1",105,"DUF4387 domain-containing protein"
"chromosome","NZ_CP011118.1",191928,193301,"-",61793540,,"FORC2_RS00775","WP_046694402.1",457,"acyclic terpene utilization AtuA family protein"
"chromosome","NZ_CP011118.1",193303,194547,"-",61793541,,"FORC2_RS00780","WP_019081593.1",414,"methylaspartate ammonia-lyase"
"chromosome","NZ_CP011118.1",194547,195992,"-",61793542,,"FORC2_RS00785","WP_019081592.1",481,"methylaspartate mutase subunit E"
"chromosome","NZ_CP011118.1",196007,197398,"-",61793543,,"FORC2_RS00790","WP_019084123.1",463,"glutamate mutase L"
"chromosome","NZ_CP011118.1",197395,197841,"-",61793544,,"FORC2_RS00795","WP_046694403.1",148,"methylaspartate mutase subunit S"
"chromosome","NZ_CP011118.1",198298,199158,"-",61793545,,"FORC2_RS00800","WP_032901220.1",286,"GHMP kinase"
"chromosome","NZ_CP011118.1",199201,199983,"-",61793546,"cobA","FORC2_RS00805","WP_046694404.1",260,"uroporphyrinogen-III C-methyltransferase"
"chromosome","NZ_CP011118.1",200550,201470,"+",61793547,,"FORC2_RS00810","WP_005157417.1",306,"LysR family transcriptional regulator"
"chromosome","NZ_CP011118.1",201739,203385,"+",61793548,,"FORC2_RS00815","WP_046694405.1",548,"fumarate hydratase"
"chromosome","NZ_CP011118.1",203407,203997,"+",61793549,"cobO","FORC2_RS00820","WP_046694406.1",196,"cob(I)yrinic acid a,c-diamide adenosyltransferase"
"chromosome","NZ_CP011118.1",204243,205040,"-",61793550,,"FORC2_RS00825","WP_019081584.1",265,"HAD-IIB family hydrolase"
"chromosome","NZ_CP011118.1",205578,206267,"+",61793551,,"FORC2_RS00830","WP_019081583.1",229,"hypothetical protein"
"chromosome","NZ_CP011118.1",206362,207321,"-",61793552,,"FORC2_RS00835","WP_019081582.1",319,"LysR family transcriptional regulator"
"chromosome","NZ_CP011118.1",207417,208631,"+",61793553,,"FORC2_RS00840","WP_046051862.1",404,"MFS transporter"
"chromosome","NZ_CP011118.1",208774,209610,"-",61793554,,"FORC2_RS00845","WP_046051861.1",278,"TIM barrel protein"
"chromosome","NZ_CP011118.1",210130,211635,"+",61793555,,"FORC2_RS00850","WP_046694407.1",501,"CoA-acylating methylmalonate-semialdehyde dehydrogenase"
"chromosome","NZ_CP011118.1",211691,212515,"+",61793556,"iolB","FORC2_RS00855","WP_046694408.1",274,"5-deoxy-glucuronate isomerase"
"chromosome","NZ_CP011118.1",212610,213443,"-",61793557,,"FORC2_RS00860","WP_005157438.1",277,"MULTISPECIES: MurR/RpiR family transcriptional regulator"
"chromosome","NZ_CP011118.1",213728,215647,"-",61793558,"iolC","FORC2_RS00865","WP_046694409.1",639,"5-dehydro-2-deoxygluconokinase"
"chromosome","NZ_CP011118.1",216118,218058,"+",61793559,"iolD","FORC2_RS00870","WP_046694410.1",646,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
"chromosome","NZ_CP011118.1",218138,219151,"+",61793560,,"FORC2_RS00875","WP_019081575.1",337,"Gfo/Idh/MocA family oxidoreductase"
"chromosome","NZ_CP011118.1",219285,220181,"+",61793561,"iolE","FORC2_RS00880","WP_019084109.1",298,"myo-inosose-2 dehydratase"
"chromosome","NZ_CP011118.1",220249,220749,"-",61793562,,"FORC2_RS00885","WP_019081573.1",166,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP011118.1",221137,221832,"+",61793563,,"FORC2_RS00890","WP_005174799.1",231,"MULTISPECIES: pirin family protein"
"chromosome","NZ_CP011118.1",222129,223124,"+",61793564,"gntR","FORC2_RS00895","WP_005174797.1",331,"gluconate operon transcriptional repressor GntR"
"chromosome","NZ_CP011118.1",223163,224479,"-",61793565,"gntT","FORC2_RS00900","WP_046051857.1",438,"gluconate transporter"
"chromosome","NZ_CP011118.1",224701,225213,"+",61793566,,"FORC2_RS00905","WP_019081569.1",170,"gluconokinase"
"chromosome","NZ_CP011118.1",225330,225923,"-",61793567,,"FORC2_RS00910","WP_005174792.1",197,"MULTISPECIES: YhgN family NAAT transporter"
"chromosome","NZ_CP011118.1",226150,227253,"+",61793568,"asd","FORC2_RS00915","WP_046051856.1",367,"aspartate-semialdehyde dehydrogenase"
"chromosome","NZ_CP011118.1",227354,229033,"-",61793569,"alsS","FORC2_RS00920","WP_046694411.1",559,"acetolactate synthase AlsS"
"chromosome","NZ_CP011118.1",229198,229983,"-",61793570,"budA","FORC2_RS00925","WP_072083105.1",261,"acetolactate decarboxylase"
"chromosome","NZ_CP011118.1",230091,230987,"+",61793571,,"FORC2_RS00930","WP_046694412.1",298,"LysR family transcriptional regulator"
"chromosome","NZ_CP011118.1",230984,232681,"-",61793572,,"FORC2_RS00935","WP_019081564.1",565,"sensor histidine kinase"
"chromosome","NZ_CP011118.1",233175,235358,"+",61793573,"glgB","FORC2_RS00940","WP_046051853.1",727,"1,4-alpha-glucan branching protein GlgB"
"chromosome","NZ_CP011118.1",235360,237348,"+",61793574,"glgX","FORC2_RS00945","WP_046694413.1",662,"glycogen debranching protein GlgX"
"chromosome","NZ_CP011118.1",237358,238644,"+",61793575,"glgC","FORC2_RS00950","WP_046051851.1",428,"glucose-1-phosphate adenylyltransferase"
"chromosome","NZ_CP011118.1",238653,240083,"+",61793576,"glgA","FORC2_RS00955","WP_046694414.1",476,"glycogen synthase GlgA"
"chromosome","NZ_CP011118.1",240129,242576,"+",61793577,"glgP","FORC2_RS00960","WP_046694415.1",815,"glycogen phosphorylase"
"chromosome","NZ_CP011118.1",242664,244178,"-",61793578,"glpD","FORC2_RS00965","WP_019081559.1",504,"glycerol-3-phosphate dehydrogenase"
"chromosome","NZ_CP011118.1",244991,245749,"-",61793579,,"FORC2_RS00970","WP_005157500.1",252,"MULTISPECIES: DeoR/GlpR family transcriptional regulator"
"chromosome","NZ_CP011118.1",245785,246621,"-",61793580,"glpG","FORC2_RS00975","WP_019081557.1",278,"rhomboid family intramembrane serine protease GlpG"
"chromosome","NZ_CP011118.1",246691,247017,"-",61793581,"glpE","FORC2_RS00980","WP_046694416.1",108,"thiosulfate sulfurtransferase GlpE"
