#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000962.3",21637,23181,"-",887070,"pstP","Rv0018c","NP_214532.1",514,"phosphoserine/threonine phosphatase PstP"
"chromosome","NC_000962.3",23270,23737,"-",887079,"fhaB","Rv0019c","NP_214533.1",155,"FHA domain-containing protein FhaB"
"chromosome","NC_000962.3",23861,25444,"-",887067,"fhaA","Rv0020c","NP_214534.1",527,"FHA domain-containing protein FhaA"
"chromosome","NC_000962.3",25913,26881,"-",887066,,"Rv0021c","NP_214535.1",322,"hypothetical protein Rv0021c"
"chromosome","NC_000962.3",27023,27442,"-",887071,"whiB5","Rv0022c","NP_214536.1",139,"transcriptional regulator WhiB5"
"chromosome","NC_000962.3",27595,28365,"+",887062,,"Rv0023","NP_214537.1",256,"transcriptional regulator"
"chromosome","NC_000962.3",28362,29207,"+",887061,,"Rv0024","NP_214538.1",281,"NLP/P60 family protein"
"chromosome","NC_000962.3",29245,29607,"+",887060,,"Rv0025","NP_214539.1",120,"hypothetical protein Rv0025"
"chromosome","NC_000962.3",29722,31068,"+",887057,,"Rv0026","NP_214540.1",448,"hypothetical protein Rv0026"
"chromosome","NC_000962.3",31189,31506,"+",887054,,"Rv0027","NP_214541.1",105,"hypothetical protein Rv0027"
"chromosome","NC_000962.3",31514,31819,"+",885812,,"Rv0028","NP_214542.1",101,"hypothetical protein Rv0028"
"chromosome","NC_000962.3",32057,33154,"+",887053,,"Rv0029","NP_214543.1",365,"hypothetical protein Rv0029"
"chromosome","NC_000962.3",33224,33553,"+",887051,,"Rv0030","NP_214544.1",109,"hypothetical protein Rv0030"
"chromosome","NC_000962.3",34295,36610,"+",887050,"bioF2","Rv0032","NP_214546.1",771,"8-amino-7-oxononanoate synthase"
"chromosome","NC_000962.3",36607,36870,"+",887052,"acpA","Rv0033","NP_214547.1",87,"acyl carrier protein AcpA"
"chromosome","NC_000962.3",36867,37262,"+",887046,,"Rv0034","NP_214548.1",131,"hypothetical protein Rv0034"
"chromosome","NC_000962.3",37259,38947,"+",887048,"fadD34","Rv0035","YP_177686.1",562,"fatty-acid--CoA ligase FadD34"
"chromosome","NC_000962.3",39056,39829,"-",887043,,"Rv0036c","NP_214550.1",257,"hypothetical protein Rv0036c"
"chromosome","NC_000962.3",39877,41202,"-",887042,,"Rv0037c","NP_214551.1",441,"MFS-type transporter"
"chromosome","NC_000962.3",41304,41912,"+",887045,,"Rv0038","NP_214552.1",202,"hypothetical protein Rv0038"
"chromosome","NC_000962.3",42004,42351,"-",887038,,"Rv0039c","NP_214553.1",115,"transmembrane protein"
"chromosome","NC_000962.3",42433,43365,"-",887037,"mtc28","Rv0040c","NP_214554.2",310,"hypothetical protein Rv0040c"
"chromosome","NC_000962.3",43562,46471,"+",887040,"leuS","Rv0041","NP_214555.1",969,"leucine--tRNA ligase"
"chromosome","NC_000962.3",46581,47207,"-",887034,,"Rv0042c","NP_214556.1",208,"transcriptional regulator"
"chromosome","NC_000962.3",47366,48100,"-",887032,,"Rv0043c","NP_214557.1",244,"HTH-type transcriptional regulator"
"chromosome","NC_000962.3",48233,49027,"-",887030,,"Rv0044c","NP_214558.1",264,"oxidoreductase"
"chromosome","NC_000962.3",49043,49939,"-",887029,,"Rv0045c","NP_214559.1",298,"hydrolase"
"chromosome","NC_000962.3",50021,51124,"-",887028,"ino1","Rv0046c","NP_214560.1",367,"inositol-3-phosphate synthase"
"chromosome","NC_000962.3",51185,51727,"-",887031,,"Rv0047c","NP_214561.1",180,"hypothetical protein Rv0047c"
"chromosome","NC_000962.3",51828,52697,"-",887027,,"Rv0048c","NP_214562.1",289,"membrane protein"
"chromosome","NC_000962.3",52831,53244,"+",887024,,"Rv0049","NP_214563.1",137,"hypothetical protein Rv0049"
"chromosome","NC_000962.3",53663,55699,"+",887065,"ponA1","Rv0050","YP_177687.1",678,"bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase"
"chromosome","NC_000962.3",55696,57378,"+",887018,,"Rv0051","NP_214565.1",560,"transmembrane protein"
"chromosome","NC_000962.3",57410,57973,"+",887015,,"Rv0052","NP_214566.3",187,"hypothetical protein Rv0052"
"chromosome","NC_000962.3",58192,58482,"+",887020,"rpsF","Rv0053","NP_214567.1",96,"30S ribosomal protein S6"
"chromosome","NC_000962.3",58586,59080,"+",887013,"ssb","Rv0054","NP_214568.1",164,"single-strand DNA-binding protein"
"chromosome","NC_000962.3",59122,59376,"+",887022,"rpsR1","Rv0055","YP_177688.1",84,"30S ribosomal protein S18"
"chromosome","NC_000962.3",59409,59867,"+",887010,"rplI","Rv0056","NP_214570.1",152,"50S ribosomal protein L9"
"chromosome","NC_000962.3",59896,60417,"+",887008,,"Rv0057","NP_214571.1",173,"hypothetical protein Rv0057"
"chromosome","NC_000962.3",60396,63020,"+",887009,"dnaB","Rv0058","NP_214572.1",874,"replicative DNA helicase"
"chromosome","NC_000962.3",63200,63892,"+",887006,,"Rv0059","NP_214573.1",230,"hypothetical protein Rv0059"
"chromosome","NC_000962.3",63909,64967,"+",887004,,"Rv0060","NP_214574.1",352,"hypothetical protein Rv0060"
"chromosome","NC_000962.3",65012,65350,"-",14515843,,"Rv0061c","YP_007408697.1",112,"hypothetical protein Rv0061c"
"chromosome","NC_000962.3",65552,66694,"+",887007,"celA1","Rv0062","YP_177689.1",380,"cellulase CelA"
"chromosome","NC_000962.3",66923,68362,"+",886999,,"Rv0063","NP_214577.1",479,"oxidoreductase"
"chromosome","NC_000962.3",68418,68579,"+",19394667,,"Rv0063a","YP_009030026.1",53,"hypothetical protein Rv0063a"
"chromosome","NC_000962.3",68620,71559,"+",886996,,"Rv0064","NP_214578.1",979,"transmembrane protein"
"chromosome","NC_000962.3",71589,71828,"+",14515844,"vapB1","Rv0064A","YP_007408701.1",79,"antitoxin VapB1"
"chromosome","NC_000962.3",71821,72222,"+",886993,"vapC1","Rv0065","NP_214579.1",133,"ribonuclease VapC1"
"chromosome","NC_000962.3",72274,74511,"-",887016,"icd2","Rv0066c","NP_214580.1",745,"isocitrate dehydrogenase"
"chromosome","NC_000962.3",74629,75198,"-",886991,,"Rv0067c","NP_214581.1",189,"transcriptional regulator"
"chromosome","NC_000962.3",75301,76212,"+",886989,,"Rv0068","NP_214582.1",303,"oxidoreductase"
"chromosome","NC_000962.3",76237,77622,"-",886986,"sdaA","Rv0069c","NP_214583.1",461,"L-serine dehydratase"
"chromosome","NC_000962.3",77619,78896,"-",886983,"glyA2","Rv0070c","NP_214584.1",425,"serine hydroxymethyltransferase"
"chromosome","NC_000962.3",79486,80193,"+",886988,,"Rv0071","NP_214585.1",235,"maturase"
"chromosome","NC_000962.3",80624,81673,"+",886984,,"Rv0072","NP_214586.1",349,"glutamine ABC transporter permease"
"chromosome","NC_000962.3",81676,82668,"+",886977,,"Rv0073","NP_214587.1",330,"glutamine ABC transporter ATP-binding protein"
"chromosome","NC_000962.3",82748,83983,"+",886976,,"Rv0074","NP_214588.1",411,"hypothetical protein Rv0074"
"chromosome","NC_000962.3",83996,85168,"+",886982,,"Rv0075","NP_214589.1",390,"aminotransferase"
"chromosome","NC_000962.3",85183,85572,"-",886992,,"Rv0076c","NP_214590.1",129,"membrane protein"
"chromosome","NC_000962.3",85636,86466,"-",886969,,"Rv0077c","NP_214591.1",276,"oxidoreductase"
"chromosome","NC_000962.3",86528,87133,"+",886990,,"Rv0078","NP_214592.1",201,"transcriptional regulator"
"chromosome","NC_000962.3",87208,87801,"-",3205053,,"Rv0078A","YP_177616.1",197,"hypothetical protein Rv0078A"
"chromosome","NC_000962.3",87798,88004,"-",14515845,,"Rv0078B","YP_007408717.1",68,"hypothetical protein Rv0078B"
"chromosome","NC_000962.3",88204,89025,"+",886995,,"Rv0079","NP_214593.1",273,"hypothetical protein Rv0079"
"chromosome","NC_000962.3",89022,89480,"+",886966,,"Rv0080","NP_214594.1",152,"hypothetical protein Rv0080"
"chromosome","NC_000962.3",89575,89919,"+",887012,,"Rv0081","NP_214595.1",114,"HTH-type transcriptional regulator"
"chromosome","NC_000962.3",89924,90403,"+",886968,,"Rv0082","NP_214596.2",159,"oxidoreductase"
"chromosome","NC_000962.3",90400,92322,"+",886965,,"Rv0083","NP_214597.1",640,"oxidoreductase"
"chromosome","NC_000962.3",92328,93278,"+",886959,"hycD","Rv0084","NP_214598.1",316,"formate hydrogenlyase HycD"
"chromosome","NC_000962.3",93289,93951,"+",886973,"hycP","Rv0085","NP_214599.1",220,"hydrogenase HycP"
"chromosome","NC_000962.3",93951,95417,"+",886963,"hycQ","Rv0086","NP_214600.1",488,"hydrogenase HycQ"
"chromosome","NC_000962.3",95414,96892,"+",886956,"hycE","Rv0087","NP_214601.1",492,"formate hydrogenase HycE"
"chromosome","NC_000962.3",96927,97601,"+",886954,,"Rv0088","NP_214602.1",224,"polyketide cyclase/dehydrase"
"chromosome","NC_000962.3",97758,98351,"+",886949,,"Rv0089","NP_214603.1",197,"methyltransferase"
"chromosome","NC_000962.3",98480,99250,"+",886961,,"Rv0090","NP_214604.1",256,"membrane protein"
"chromosome","NC_000962.3",99684,100451,"+",886953,"mtn","Rv0091","NP_214605.1",255,"bifunctional 5\\'-methylthioadenosine nucleosidase /S-adenosylhomocysteine nucleosidase"
"chromosome","NC_000962.3",100583,102868,"+",886946,"ctpA","Rv0092","NP_214606.1",761,"cation transporter ATPase A"
"chromosome","NC_000962.3",102815,103663,"-",886945,,"Rv0093c","NP_214607.1",282,"membrane protein"
"chromosome","NC_000962.3",103710,104663,"-",886943,,"Rv0094c","NP_214608.1",317,"hypothetical protein Rv0094c"
"chromosome","NC_000962.3",104805,105215,"-",886940,,"Rv0095c","NP_214609.1",136,"hypothetical protein Rv0095c"
"chromosome","NC_000962.3",105324,106715,"+",886938,"PPE1","Rv0096","YP_177690.1",463,"PPE family protein PPE1"
"chromosome","NC_000962.3",106734,107603,"+",886942,,"Rv0097","NP_214611.1",289,"oxidoreductase"
"chromosome","NC_000962.3",107600,108151,"+",886935,"fcoT","Rv0098","NP_214612.1",183,"fatty acyl CoA thioesterase FcoT"
"chromosome","NC_000962.3",108156,109778,"+",886933,"fadD10","Rv0099","NP_214613.1",540,"fatty-acid--CoA ligase FadD10"
"chromosome","NC_000962.3",109783,110019,"+",886931,,"Rv0100","NP_214614.1",78,"hypothetical protein Rv0100"
"chromosome","NC_000962.3",110001,117539,"+",886951,"nrp","Rv0101","NP_214615.1",2512,"peptide synthetase Nrp"
"chromosome","NC_000962.3",117714,119699,"+",886926,,"Rv0102","NP_214616.1",661,"integral membrane protein"
"chromosome","NC_000962.3",119915,122173,"-",886928,"ctpB","Rv0103c","NP_214617.1",752,"cation-transporter P-type ATPase B"
"chromosome","NC_000962.3",122317,123831,"+",886923,,"Rv0104","NP_214618.1",504,"hypothetical protein Rv0104"
"chromosome","NC_000962.3",123980,124264,"-",886920,"rpmB1","Rv0105c","YP_177691.1",94,"50S ribosomal protein L28"
"chromosome","NC_000962.3",124374,125570,"+",886919,,"Rv0106","NP_214620.1",398,"hypothetical protein Rv0106"
"chromosome","NC_000962.3",125643,130541,"-",886915,"ctpI","Rv0107c","NP_214621.1",1632,"cation-transporter ATPase I"
"chromosome","NC_000962.3",130895,131104,"-",886918,,"Rv0108c","NP_214622.1",69,"hypothetical protein Rv0108c"
"chromosome","NC_000962.3",131382,132872,"+",886912,"PE_PGRS1","Rv0109","YP_177692.1",496,"PE-PGRS family protein PE_PGRS1"
"chromosome","NC_000962.3",133020,133769,"+",886917,,"Rv0110","NP_214624.1",249,"integral membrane protein"
"chromosome","NC_000962.3",133950,136007,"+",886909,,"Rv0111","NP_214625.1",685,"transmembrane acyltransferase"
"chromosome","NC_000962.3",136289,137245,"+",886907,"gca","Rv0112","NP_214626.1",318,"GDP-mannose 4,6-dehydratase"
"chromosome","NC_000962.3",137319,137909,"+",886905,"gmhA","Rv0113","NP_214627.1",196,"phosphoheptose isomerase"
"chromosome","NC_000962.3",137941,138513,"+",886903,"gmhB","Rv0114","NP_214628.1",190,"D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase"
"chromosome","NC_000962.3",138513,139673,"+",886902,"hddA","Rv0115","NP_214629.1",386,"D-alpha-D-heptose-7-phosphate kinase HddA"
"chromosome","NC_000962.3",139956,140144,"+",19394668,,"Rv0115a","YP_009030027.1",62,"hypothetical protein Rv0115a"
"chromosome","NC_000962.3",140267,141022,"-",886900,"ldtA","Rv0116c","NP_214630.1",251,"L,D-transpeptidase LdtA"
"chromosome","NC_000962.3",141200,142144,"+",886914,"oxyS","Rv0117","NP_214631.1",314,"oxidative stress response regulatory protein OxyS"
"chromosome","NC_000962.3",142128,143876,"-",886898,"oxcA","Rv0118c","NP_214632.1",582,"oxalyl-CoA decarboxylase OxcA"
"chromosome","NC_000962.3",144049,145626,"+",886896,"fadD7","Rv0119","NP_214633.1",525,"fatty-acid--CoA ligase FadD7"
"chromosome","NC_000962.3",145627,147771,"-",886894,"fusA2","Rv0120c","NP_214634.1",714,"elongation factor G"
"chromosome","NC_000962.3",147908,148342,"-",886892,,"Rv0121c","NP_214635.1",144,"hypothetical protein Rv0121c"
"chromosome","NC_000962.3",148491,148859,"+",886888,,"Rv0122","NP_214636.1",122,"hypothetical protein Rv0122"
"chromosome","NC_000962.3",148856,149224,"+",886887,,"Rv0123","NP_214637.1",122,"hypothetical protein Rv0123"
"chromosome","NC_000962.3",149533,150996,"+",886883,"PE_PGRS2","Rv0124","YP_177693.1",487,"PE-PGRS family protein PE_PGRS2"
"chromosome","NC_000962.3",151148,152215,"+",886924,"pepA","Rv0125","NP_214639.1",355,"serine protease PepA"
"chromosome","NC_000962.3",152324,154129,"+",886881,"treS","Rv0126","NP_214640.1",601,"trehalose synthase/amylase TreS"
"chromosome","NC_000962.3",154232,155599,"+",886880,"mak","Rv0127","NP_214641.1",455,"maltokinase"
"chromosome","NC_000962.3",155667,156446,"+",886878,,"Rv0128","NP_214642.1",259,"transmembrane protein"
"chromosome","NC_000962.3",156578,157600,"-",886885,"fbpC","Rv0129c","YP_177694.1",340,"diacylglycerol acyltransferase/mycolyltransferase Ag85C"
"chromosome","NC_000962.3",157847,158302,"+",886876,"htdZ","Rv0130","NP_214644.1",151,"3-hydroxyl-thioester dehydratase"
"chromosome","NC_000962.3",158315,159658,"-",886874,"fadE1","Rv0131c","NP_214645.1",447,"acyl-CoA dehydrogenase FadE1"
"chromosome","NC_000962.3",159700,160782,"-",886877,"fgd2","Rv0132c","NP_214646.1",360,"F420-dependent glucose-6-phosphate dehydrogenase"
"chromosome","NC_000962.3",160869,161474,"+",886873,,"Rv0133","NP_214647.1",201,"GCN5-like N-acetyltransferase"
"chromosome","NC_000962.3",161771,162673,"+",886871,"ephF","Rv0134","NP_214648.1",300,"epoxide hydrolase EphF"
"chromosome","NC_000962.3",162644,163249,"-",886869,,"Rv0135c","NP_214649.1",201,"transcriptional regulator"
"chromosome","NC_000962.3",163366,164691,"+",886868,"cyp138","Rv0136","NP_214650.1",441,"cytochrome P450 Cyp138"
"chromosome","NC_000962.3",164712,165260,"-",886865,"msrA","Rv0137c","NP_214651.1",182,"peptide methionine sulfoxide reductase MsrA"
"chromosome","NC_000962.3",165323,165826,"+",886863,,"Rv0138","NP_214652.1",167,"hypothetical protein Rv0138"
"chromosome","NC_000962.3",165827,166849,"+",886860,,"Rv0139","NP_214653.1",340,"oxidoreductase"
"chromosome","NC_000962.3",166910,167290,"+",886859,,"Rv0140","NP_214654.1",126,"hypothetical protein Rv0140"
"chromosome","NC_000962.3",167271,167681,"-",886872,,"Rv0141c","NP_214655.1",136,"hypothetical protein Rv0141c"
"chromosome","NC_000962.3",167711,168637,"+",886858,,"Rv0142","NP_214656.1",308,"hypothetical protein Rv0142"
"chromosome","NC_000962.3",168704,170182,"-",886856,,"Rv0143c","NP_214657.1",492,"transmembrane protein"
"chromosome","NC_000962.3",170284,171126,"+",886854,,"Rv0144","NP_214658.1",280,"transcriptional regulator"
"chromosome","NC_000962.3",171215,172168,"+",886851,,"Rv0145","NP_214659.1",317,"S-adenosylmethionine-dependent methyltransferase"
"chromosome","NC_000962.3",172211,173143,"+",886849,,"Rv0146","NP_214660.1",310,"S-adenosylmethionine-dependent methyltransferase"
"chromosome","NC_000962.3",173238,174758,"+",886847,,"Rv0147","NP_214661.1",506,"aldehyde dehydrogenase"
"chromosome","NC_000962.3",174833,175693,"+",886845,,"Rv0148","NP_214662.1",286,"short-chain type dehydrogenase/reductase"
"chromosome","NC_000962.3",175700,176668,"+",886843,,"Rv0149","NP_214663.1",322,"quinone oxidoreductase"
"chromosome","NC_000962.3",176665,176952,"-",886840,,"Rv0150c","NP_214664.1",95,"hypothetical protein Rv0150c"
"chromosome","NC_000962.3",177543,179309,"-",886857,"PE1","Rv0151c","YP_177695.1",588,"PE family protein PE1"
"chromosome","NC_000962.3",179319,180896,"-",886838,"PE2","Rv0152c","YP_177696.1",525,"PE family protein PE2"
"chromosome","NC_000962.3",181155,181985,"-",886842,"ptbB","Rv0153c","NP_214667.1",276,"phosphotyrosine protein phosphatase"
"chromosome","NC_000962.3",181987,183198,"-",886836,"fadE2","Rv0154c","NP_214668.1",403,"acyl-CoA dehydrogenase FadE2"
"chromosome","NC_000962.3",183622,184722,"+",886832,"pntAa","Rv0155","NP_214669.1",366,"NAD(P) transhydrogenase subunit alpha PntAa"
"chromosome","NC_000962.3",184723,185055,"+",886890,"pntAb","Rv0156","NP_214670.1",110,"NAD(P) transhydrogenase subunit alpha PntAb"
"chromosome","NC_000962.3",185052,186479,"+",886830,"pntB","Rv0157","NP_214671.1",475,"NAD(P) transhydrogenase subunit beta PntB"
"chromosome","NC_000962.3",186495,186623,"-",3205086,,"Rv0157A","YP_007408797.1",42,"hypothetical protein Rv0157A"
"chromosome","NC_000962.3",186785,187429,"+",886828,,"Rv0158","NP_214672.1",214,"transcriptional regulator"
"chromosome","NC_000962.3",187433,188839,"-",886826,"PE3","Rv0159c","YP_177697.1",468,"PE family protein PE3"
"chromosome","NC_000962.3",188931,190439,"-",886825,"PE4","Rv0160c","YP_177698.1",502,"PE family protein PE4"
"chromosome","NC_000962.3",190607,191956,"+",886835,,"Rv0161","NP_214675.1",449,"oxidoreductase"
"chromosome","NC_000962.3",191984,193135,"-",886824,"adhE1","Rv0162c","YP_177699.1",383,"zinc-type alcohol dehydrogenase subunit E"
"chromosome","NC_000962.3",193117,193572,"+",886821,,"Rv0163","NP_214677.1",151,"hypothetical protein Rv0163"
"chromosome","NC_000962.3",193626,194111,"+",886267,"TB18.5","Rv0164","YP_177617.1",161,"hypothetical protein Rv0164"
"chromosome","NC_000962.3",194144,194815,"-",886818,"mce1R","Rv0165c","YP_177700.2",223,"transcriptional regulator Mce1R"
"chromosome","NC_000962.3",194993,196657,"+",886822,"fadD5","Rv0166","NP_214680.1",554,"fatty-acid--CoA ligase FadD5"
"chromosome","NC_000962.3",196861,197658,"+",886816,"yrbE1A","Rv0167","NP_214681.1",265,"membrane protein"
"chromosome","NC_000962.3",197660,198529,"+",886812,"yrbE1B","Rv0168","NP_214682.1",289,"membrane protein"
"chromosome","NC_000962.3",198534,199898,"+",886823,"mce1A","Rv0169","YP_177701.1",454,"Mce family protein Mce1A"
"chromosome","NC_000962.3",199895,200935,"+",886810,"mce1B","Rv0170","NP_214684.1",346,"Mce family protein Mce1B"
"chromosome","NC_000962.3",200932,202479,"+",886808,"mce1C","Rv0171","NP_214685.1",515,"Mce family protein Mce1C"
"chromosome","NC_000962.3",202476,204068,"+",886807,"mce1D","Rv0172","NP_214686.1",530,"Mce family protein Mce1D"
"chromosome","NC_000962.3",204065,205237,"+",886804,"lprK","Rv0173","NP_214687.1",390,"Mce family lipoprotein LprK"
"chromosome","NC_000962.3",205231,206778,"+",886820,"mce1F","Rv0174","NP_214688.1",515,"Mce family protein Mce1F"
"chromosome","NC_000962.3",206814,207455,"+",886801,,"Rv0175","NP_214689.3",213,"Mce associated membrane protein"
"chromosome","NC_000962.3",207452,208420,"+",886799,,"Rv0176","NP_214690.1",322,"Mce associated transmembrane protein"
"chromosome","NC_000962.3",208417,208971,"+",886795,,"Rv0177","NP_214691.1",184,"Mce associated protein"
"chromosome","NC_000962.3",208938,209672,"+",886814,,"Rv0178","NP_214692.1",244,"Mce associated membrane protein"
"chromosome","NC_000962.3",209703,210812,"-",886796,"lprO","Rv0179c","NP_214693.1",369,"lipoprotein LprO"
"chromosome","NC_000962.3",210892,212250,"-",886792,,"Rv0180c","NP_214694.1",452,"transmembrane protein"
"chromosome","NC_000962.3",212277,213011,"-",886788,,"Rv0181c","NP_214695.1",244,"hypothetical protein Rv0181c"
"chromosome","NC_000962.3",213028,214140,"-",886786,"sigG","Rv0182c","NP_214696.1",370,"ECF RNA polymerase sigma factor SigG"
"chromosome","NC_000962.3",214088,214927,"+",886785,,"Rv0183","NP_214697.2",279,"lysophospholipase"
"chromosome","NC_000962.3",214969,215718,"+",886806,,"Rv0184","NP_214698.1",249,"hypothetical protein Rv0184"
"chromosome","NC_000962.3",215715,216224,"+",886782,,"Rv0185","NP_214699.1",169,"hypothetical protein Rv0185"
"chromosome","NC_000962.3",216269,218344,"+",886780,"bglS","Rv0186","NP_214700.1",691,"beta-glucosidase BglS"
"chromosome","NC_000962.3",218390,218551,"-",14515880,"mymT","Rv0186A","YP_004837046.2",53,"metallothionein"
"chromosome","NC_000962.3",218705,219367,"+",886779,,"Rv0187","NP_214701.1",220,"O-methyltransferase"
"chromosome","NC_000962.3",219486,219917,"+",886776,,"Rv0188","NP_214702.1",143,"transmembrane protein"
"chromosome","NC_000962.3",219996,221723,"-",886774,"ilvD","Rv0189c","NP_214703.1",575,"dihydroxy-acid dehydratase"
"chromosome","NC_000962.3",221871,222161,"+",886772,,"Rv0190","NP_214704.1",96,"hypothetical protein Rv0190"
"chromosome","NC_000962.3",222289,223530,"+",886770,,"Rv0191","NP_214705.1",413,"MFS-type transporter"
"chromosome","NC_000962.3",223564,224664,"+",886768,,"Rv0192","NP_214706.1",366,"hypothetical protein Rv0192"
"chromosome","NC_000962.3",224724,226571,"-",886764,,"Rv0193c","NP_214707.1",615,"hypothetical protein Rv0193c"
"chromosome","NC_000962.3",226878,230462,"+",886790,,"Rv0194","NP_214708.1",1194,"multidrug ABC transporter ATPase/permease"
"chromosome","NC_000962.3",230899,231534,"+",886762,,"Rv0195","NP_214709.1",211,"two component transcriptional regulator"
"chromosome","NC_000962.3",231647,232231,"+",886760,,"Rv0196","NP_214710.1",194,"HTH-type transcriptional regulator"
"chromosome","NC_000962.3",232231,234519,"+",886758,,"Rv0197","NP_214711.1",762,"oxidoreductase"
"chromosome","NC_000962.3",234516,236507,"-",886755,"zmp1","Rv0198c","NP_214712.1",663,"zinc metalloprotease"
"chromosome","NC_000962.3",236550,237209,"+",886753,,"Rv0199","NP_214713.1",219,"membrane protein"
"chromosome","NC_000962.3",237206,237895,"+",886803,,"Rv0200","NP_214714.1",229,"transmembrane protein"
"chromosome","NC_000962.3",237892,238395,"-",886756,,"Rv0201c","NP_214715.1",167,"hypothetical protein Rv0201c"
"chromosome","NC_000962.3",238392,241292,"-",886750,"mmpL11","Rv0202c","NP_214716.1",966,"transmembrane transport protein MmpL11"
"chromosome","NC_000962.3",241514,241924,"+",886748,,"Rv0203","NP_214717.1",136,"hypothetical protein Rv0203"
"chromosome","NC_000962.3",241976,243214,"-",886747,,"Rv0204c","NP_214718.2",412,"transmembrane protein"
"chromosome","NC_000962.3",243384,244487,"+",886766,,"Rv0205","NP_214719.1",367,"transmembrane protein"
"chromosome","NC_000962.3",244484,247318,"-",886752,"mmpL3","Rv0206c","NP_214720.1",944,"transmembrane transport protein MmpL3"
"chromosome","NC_000962.3",247384,248112,"-",886742,,"Rv0207c","NP_214721.1",242,"hypothetical protein Rv0207c"
"chromosome","NC_000962.3",248115,248906,"-",886740,,"Rv0208c","NP_214722.1",263,"tRNA (guanine-N(7)-)-methyltransferase"
"chromosome","NC_000962.3",249038,250123,"+",886739,,"Rv0209","NP_214723.1",361,"hypothetical protein Rv0209"
"chromosome","NC_000962.3",250120,251598,"+",886735,,"Rv0210","NP_214724.1",492,"hypothetical protein Rv0210"
"chromosome","NC_000962.3",251782,253602,"+",886744,"pckA","Rv0211","NP_214725.1",606,"phosphoenolpyruvate carboxykinase"
"chromosome","NC_000962.3",253669,254640,"-",886734,"nadR","Rv0212c","NP_214726.1",323,"transcriptional regulator NadR"
"chromosome","NC_000962.3",254637,255950,"-",886746,,"Rv0213c","NP_214727.1",437,"methyltransferase"
"chromosome","NC_000962.3",256064,257677,"+",886737,"fadD4","Rv0214","NP_214728.1",537,"fatty-acid--CoA ligase FadD4"
"chromosome","NC_000962.3",258913,259926,"+",886729,,"Rv0216","NP_214730.1",337,"hydratase"
"chromosome","NC_000962.3",259923,260831,"-",886726,"lipW","Rv0217c","NP_214731.1",302,"esterase LipW"
"chromosome","NC_000962.3",260924,262252,"+",886727,,"Rv0218","NP_214732.1",442,"transmembrane protein"
"chromosome","NC_000962.3",262254,262802,"+",886725,,"Rv0219","NP_214733.1",182,"transmembrane protein"
"chromosome","NC_000962.3",262812,264023,"+",886722,"lipC","Rv0220","NP_214734.1",403,"esterase LipC"
"chromosome","NC_000962.3",264067,265476,"+",886719,,"Rv0221","NP_214735.1",469,"diacyglycerol O-acyltransferase"
"chromosome","NC_000962.3",265507,266295,"+",886723,"echA1","Rv0222","NP_214736.1",262,"enoyl-CoA hydratase EchA1"
